t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
18.83,844.0,1360.0,1214.0,1100.0,1.1331,1.494,1.1602,1.4933,1.3267,1,0,0,0,0,0,1,1430.0,328.0,960.0,1,0,0,hunt,GOOD_LOST_HOLD,CRUISE,WAIT,IDLE,track_good,GOOD_LOST_HOLD,,,,,0,1,1,front,IDLE,,,0,0,0,good,107,no_target,0,0,已锁定 good 临时丢帧，停车保留目标身份,0,0,1
18.85,835.0,1337.0,1213.0,1096.0,1.0836,1.4444,1.1335,1.4262,1.2798,1,0,0,0,0,0,1,1425.0,311.0,960.0,1,0,0,hunt,GOOD_LOST_HOLD,CRUISE,WAIT,IDLE,track_good,GOOD_LOST_HOLD,,,,,0,1,1,front,IDLE,,,0,0,0,good,107,no_target,0,0,已锁定 good 临时丢帧，停车保留目标身份,0,0,1
18.87,814.0,1303.0,1204.0,1077.0,1.0557,1.3988,1.1311,1.4128,1.2649,1,0,0,0,0,0,1,1433.0,246.0,991.0,1,0,0,hunt,GOOD_LOST_HOLD,CRUISE,WAIT,IDLE,track_good,GOOD_LOST_HOLD,,,,,0,1,1,front,IDLE,,,0,0,0,good,107,no_target,0,0,已锁定 good 临时丢帧，停车保留目标身份,0,0,1
18.89,802.0,1280.0,1168.0,1062.0,0.9907,1.3313,1.1092,1.349,1.2203,1,0,0,0,0,0,1,1430.0,279.0,1010.0,1,0,0,hunt,GOOD_LOST_HOLD,CRUISE,WAIT,IDLE,track_good,GOOD_LOST_HOLD,,,,,0,1,1,front,IDLE,,,0,0,0,good,107,no_target,0,0,已锁定 good 临时丢帧，停车保留目标身份,0,0,1
18.911,795.0,1266.0,1153.0,1058.0,0.9536,1.2857,1.0218,1.2987,1.1538,1,0,0,0,0,0,1,1430.0,605.0,944.0,1,0,0,hunt,GOOD_LOST_HOLD,CRUISE,WAIT,IDLE,track_good,GOOD_LOST_HOLD,,,,,0,1,1,front,IDLE,,,0,0,0,good,107,no_target,0,0,已锁定 good 临时丢帧，停车保留目标身份,0,0,1
18.931,784.0,1257.0,1147.0,1052.0,0.9319,1.2579,0.9854,1.2852,1.1217,1,0,0,0,0,0,1,1441.0,458.0,925.0,1,0,0,hunt,GOOD_LOST_HOLD,CRUISE,WAIT,IDLE,track_good,GOOD_LOST_HOLD,,,,,0,1,1,front,IDLE,,,0,0,0,good,107,no_target,0,0,已锁定 good 临时丢帧，停车保留目标身份,0,0,1
18.951,773.0,1249.0,1156.0,1037.0,0.8978,1.2401,0.9854,1.2651,1.1128,1,0,0,0,0,0,1,1428.0,62.0,973.0,1,0,0,hunt,GOOD_LOST_HOLD,CRUISE,WAIT,IDLE,track_good,GOOD_LOST_HOLD,,,,,0,1,1,front,IDLE,,,0,0,0,good,107,no_target,0,0,已锁定 good 临时丢帧，停车保留目标身份,0,0,1
18.971,763.0,1243.0,1149.0,1043.0,0.8638,1.2242,0.9757,1.2349,1.1,1,0,0,0,0,0,1,1415.0,176.0,974.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
18.991,757.0,1237.0,1126.0,1033.0,0.8328,1.2123,0.9757,1.2148,1.094,1,0,0,0,0,0,1,1412.0,159.0,974.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.011,755.0,1227.0,1117.0,1017.0,0.8142,1.2004,0.9199,1.2013,1.0601,1,0,0,0,0,0,1,1397.0,127.0,1006.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.031,756.0,1226.0,1121.0,1011.0,0.8111,1.1806,0.9078,1.1477,1.0277,1,0,0,0,0,0,1,1383.0,111.0,958.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.052,754.0,1223.0,1123.0,1014.0,0.808,1.1786,0.9078,1.1376,1.0227,1,0,0,0,0,0,1,1369.0,39.0,958.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.072,748.0,1211.0,1115.0,1008.0,0.805,1.1726,0.9078,1.1275,1.0176,1,0,0,0,0,0,1,1346.0,52.0,972.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.092,748.0,1213.0,1115.0,1008.0,0.7864,1.1528,0.8932,1.1174,1.0053,1,0,0,0,0,0,1,1336.0,360.0,1009.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.112,752.0,1220.0,1122.0,1013.0,0.7864,1.1528,0.8932,1.1174,1.0053,1,0,0,0,0,0,1,1339.0,160.0,974.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.132,751.0,1220.0,1121.0,1012.0,0.7957,1.1667,0.9078,1.1309,1.0193,1,0,0,0,0,0,1,1339.0,197.0,975.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.152,752.0,1221.0,1123.0,1013.0,0.7988,1.1667,0.9102,1.1342,1.0222,1,0,0,0,0,0,1,1323.0,359.0,974.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.172,750.0,1220.0,1121.0,1012.0,0.7957,1.1667,0.9078,1.1309,1.0193,1,0,0,0,0,0,1,1320.0,49.0,974.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.192,749.0,1218.0,1119.0,1010.0,0.7926,1.1667,0.9078,1.1309,1.0193,1,0,0,0,0,0,1,1323.0,929.0,978.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.213,749.0,1218.0,1119.0,1010.0,0.7895,1.1627,0.9029,1.1242,1.0135,1,0,0,0,0,0,1,1323.0,929.0,978.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.233,749.0,1218.0,1120.0,1011.0,0.7895,1.1627,0.9029,1.1242,1.0135,1,0,0,0,0,0,1,1324.0,208.0,1031.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.253,749.0,1221.0,1121.0,1013.0,0.7895,1.1627,0.9053,1.1275,1.0164,1,0,0,0,0,0,1,1320.0,159.0,973.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.273,749.0,1220.0,1120.0,1011.0,0.7895,1.1667,0.9053,1.1275,1.0164,1,0,0,0,0,0,1,1322.0,160.0,974.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.293,750.0,1220.0,1121.0,1012.0,0.7895,1.1667,0.9078,1.1309,1.0193,1,0,0,0,0,0,1,1323.0,210.0,975.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.313,749.0,1222.0,1120.0,1011.0,0.7895,1.1667,0.9053,1.1275,1.0164,1,0,0,0,0,0,1,1322.0,558.0,974.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.333,748.0,1218.0,1119.0,1010.0,0.7895,1.1667,0.9053,1.1275,1.0164,1,0,0,0,0,0,1,1329.0,158.0,983.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.353,749.0,1221.0,1121.0,1013.0,0.7895,1.1687,0.9053,1.1275,1.0164,1,0,0,0,0,0,1,1322.0,160.0,975.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.374,751.0,1224.0,1123.0,1014.0,0.7895,1.1687,0.9078,1.1342,1.021,1,0,0,0,0,0,1,1324.0,49.0,974.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.394,748.0,1220.0,1120.0,1011.0,0.7895,1.1687,0.9078,1.1342,1.021,1,0,0,0,0,0,1,1336.0,160.0,972.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.414,753.0,1226.0,1125.0,1013.0,0.7957,1.1746,0.9126,1.1342,1.0234,1,0,0,0,0,0,1,1334.0,48.0,972.0,1,0,0,hunt,BAD_CONFIRM,MEDIUM_CRUISE,WAIT,IDLE,avoid_bad,BAD_CONFIRM,bad,,-0.103125,,0,0,0,front,IDLE,,,0,0,0,good,108,target,0,1,红外近距 bad 等待不同视觉帧确认,0,0,1
19.434,753.0,1227.0,1125.0,1017.0,0.8019,1.1806,0.9175,1.1477,1.0326,1,0,0,0,0,0,1,1323.0,126.0,975.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,good,,stale,0,0,等待滤波窗口,0,0,1
20.613,748.0,1219.0,1119.0,1010.0,0.7941,1.1726,0.9102,1.1359,1.0231,1,0,0,0,0,0,1,1322.0,23.0,974.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,118,target,1,0,等待滤波窗口,0,0,1
20.633,747.0,1218.0,1117.0,1011.0,0.7864,1.1647,0.9029,1.1275,1.0152,1,0,0,0,0,0,1,1331.0,160.0,974.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.653,749.0,1223.0,1121.0,1014.0,0.7864,1.1647,0.9029,1.1275,1.0152,1,0,0,0,0,0,1,1322.0,441.0,972.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.673,753.0,1228.0,1125.0,1019.0,0.7895,1.1726,0.9078,1.1376,1.0227,1,0,0,0,0,0,1,1319.0,175.0,975.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.693,753.0,1229.0,1126.0,1019.0,0.8019,1.1825,0.9175,1.1544,1.0359,1,0,0,0,0,0,1,1322.0,49.0,974.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.713,746.0,1217.0,1116.0,1010.0,0.8019,1.1825,0.9175,1.1544,1.0359,1,0,0,0,0,0,1,1317.0,160.0,977.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.733,750.0,1225.0,1124.0,1016.0,0.7926,1.1766,0.915,1.1443,1.0297,1,0,0,0,0,0,1,1323.0,49.0,972.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.753,752.0,1226.0,1125.0,1016.0,0.7926,1.1766,0.915,1.1443,1.0297,1,0,0,0,0,0,1,1323.0,159.0,975.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.774,747.0,1218.0,1118.0,1010.0,0.7926,1.1766,0.915,1.1443,1.0297,1,0,0,0,0,0,1,1321.0,280.0,1032.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.794,748.0,1221.0,1120.0,1012.0,0.7864,1.1687,0.9053,1.1309,1.0181,1,0,0,0,0,0,1,1322.0,160.0,972.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.814,750.0,1224.0,1122.0,1015.0,0.7864,1.1687,0.9053,1.1309,1.0181,1,0,0,0,0,0,1,1323.0,160.0,974.0,1,0,0,hunt,GOOD_ACQUIRE,MEDIUM_CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.10625,,0.622663,1,0,0,front,IDLE,,,0,0,0,idle,118,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
20.834,751.0,1227.0,1123.0,1015.0,0.7957,1.1806,0.9126,1.1409,1.0268,1,0,0,0,0,0,1,1318.0,208.0,975.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,等待滤波窗口,0,0,1
20.854,747.0,1218.0,1117.0,1010.0,0.7895,1.1716,0.9053,1.1326,1.0189,1,0,0,0,0,0,1,1316.0,172.0,973.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,等待滤波窗口,0,0,1
20.874,754.0,1231.0,1128.0,1021.0,0.7957,1.1806,0.9126,1.1409,1.0268,1,0,0,0,0,0,1,1324.0,49.0,972.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,按区域分级巡航,400,400,1
20.895,745.0,1216.0,1115.0,1007.0,0.7833,1.1627,0.8981,1.1242,1.0111,1,0,0,0,0,0,1,1322.0,160.0,975.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,按区域分级巡航,400,400,1
20.915,749.0,1221.0,1120.0,1011.0,0.7895,1.1687,0.9053,1.1275,1.0164,1,0,0,0,0,0,1,1322.0,159.0,958.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,按区域分级巡航,400,400,1
20.936,749.0,1221.0,1120.0,1012.0,0.7895,1.1687,0.9053,1.1275,1.0164,1,0,0,0,0,0,1,1323.0,541.0,974.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,按区域分级巡航,400,400,1
20.956,746.0,1218.0,1117.0,1010.0,0.7895,1.1687,0.9053,1.1275,1.0164,1,0,0,0,0,0,1,1323.0,160.0,1031.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,按区域分级巡航,400,400,1
20.976,748.0,1221.0,1120.0,1012.0,0.7864,1.1687,0.9053,1.1309,1.0181,1,0,0,0,0,0,1,1324.0,160.0,974.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,按区域分级巡航,400,400,1
20.996,747.0,1219.0,1118.0,1010.0,0.7833,1.1647,0.9005,1.1242,1.0123,1,0,0,0,0,0,1,1321.0,39.0,974.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,119,no_target,0,0,按区域分级巡航,400,400,1
21.016,742.0,1210.0,1112.0,1005.0,0.7833,1.1647,0.9005,1.1242,1.0123,1,0,0,0,0,0,1,1322.0,520.0,973.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,120,no_target,0,0,按区域分级巡航,400,400,1
21.036,749.0,1223.0,1121.0,1013.0,0.7833,1.1647,0.9005,1.1242,1.0123,1,0,0,0,0,0,1,1323.0,160.0,974.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,120,no_target,0,0,按区域分级巡航,400,400,1
21.057,749.0,1223.0,1121.0,1013.0,0.7895,1.1726,0.9078,1.1342,1.021,1,0,0,0,0,0,1,1323.0,160.0,974.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,120,no_target,0,0,按区域分级巡航,400,400,1
21.077,748.0,1224.0,1122.0,1009.0,0.7895,1.1726,0.9078,1.1342,1.021,1,0,0,0,0,0,1,1323.0,177.0,975.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,120,no_target,0,0,按区域分级巡航,400,400,1
21.097,742.0,1219.0,1118.0,1002.0,0.7864,1.1726,0.9078,1.1208,1.0143,1,0,0,0,0,0,1,1334.0,801.0,1011.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,120,no_target,0,0,按区域分级巡航,400,400,1
21.117,739.0,1218.0,1117.0,996.0,0.7678,1.1647,0.9005,1.0973,0.9989,1,0,0,0,0,0,1,1353.0,110.0,1005.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,120,no_target,0,0,按区域分级巡航,400,400,1
21.137,741.0,1225.0,1124.0,1006.0,0.7647,1.1647,0.9005,1.0973,0.9989,1,0,0,0,0,0,1,1415.0,226.0,1040.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,120,no_target,0,0,按区域分级巡航,400,400,1
21.157,735.0,1219.0,1118.0,1000.0,0.7585,1.1647,0.9005,1.0906,0.9955,1,0,0,0,0,0,1,1441.0,78.0,1007.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,121,no_target,0,0,按区域分级巡航,400,400,1
21.178,738.0,1216.0,1117.0,1006.0,0.7554,1.1647,0.9005,1.1107,1.0056,1,0,0,0,0,0,1,1443.0,240.0,974.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,121,no_target,0,0,按区域分级巡航,400,400,1
21.198,739.0,1203.0,1101.0,1002.0,0.7554,1.1587,0.8981,1.0973,0.9977,1,0,0,0,0,0,1,1430.0,228.0,1009.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,121,no_target,0,0,按区域分级巡航,400,400,1
21.218,735.0,1194.0,1090.0,997.0,0.7554,1.1329,0.8592,1.0973,0.9783,1,0,0,0,0,0,1,1407.0,94.0,1008.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,121,no_target,0,0,按区域分级巡航,400,400,1
21.238,711.0,1182.0,1081.0,979.0,0.7461,1.1151,0.8325,1.0805,0.9565,1,0,0,0,0,0,1,1425.0,473.0,1026.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,121,no_target,0,0,按区域分级巡航,400,400,1
21.258,700.0,1184.0,1085.0,984.0,0.6718,1.0952,0.8204,1.0369,0.9287,1,0,0,0,0,0,1,1406.0,209.0,1021.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,121,no_target,0,0,按区域分级巡航,400,400,1
21.278,704.0,1182.0,1092.0,996.0,0.6502,1.0913,0.8204,1.0369,0.9287,1,0,0,0,0,0,1,1423.0,93.0,1024.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,121,no_target,0,0,按区域分级巡航,400,400,1
21.298,705.0,1171.0,1095.0,992.0,0.6502,1.0913,0.8374,1.0638,0.9506,1,0,0,0,0,0,1,1430.0,160.0,1024.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,122,no_target,0,0,按区域分级巡航,400,400,1
21.319,706.0,1167.0,1099.0,978.0,0.6533,1.0694,0.8447,1.0638,0.9542,1,0,0,0,0,0,1,1427.0,78.0,1007.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,122,no_target,0,0,按区域分级巡航,400,400,1
21.339,699.0,1156.0,1096.0,969.0,0.6533,1.0615,0.8471,1.0168,0.9319,1,0,0,0,0,0,1,1428.0,192.0,1021.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,122,no_target,0,0,按区域分级巡航,400,400,1
21.359,694.0,1139.0,1080.0,960.0,0.6347,1.0397,0.8471,0.9866,0.9168,1,0,0,0,0,0,1,1429.0,110.0,1008.0,1,1,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,122,no_target,0,0,按区域分级巡航,400,400,1
