t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
17.438,1445.0,1202.0,1211.0,1284.0,2.6409,1.1488,1.1189,2.1376,1.6432,1,0,0,0,0,0,1,280.0,425.0,1057.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,97,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.458,1481.0,1197.0,1213.0,1285.0,2.9443,1.131,1.1262,2.047,1.589,1,0,0,0,0,0,1,428.0,802.0,1053.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,97,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.478,1497.0,1202.0,1204.0,1261.0,3.0557,1.131,1.1262,2.0436,1.5873,1,0,0,0,0,0,1,315.0,261.0,1007.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,97,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.498,1502.0,1194.0,1194.0,1244.0,3.1053,1.121,1.1092,1.9664,1.5437,1,0,0,0,0,0,1,307.0,226.0,944.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,98,no_target,0,0,视觉无 good/bad，确认 1/3,0,0,1
17.518,1504.0,1202.0,1199.0,1208.0,3.1207,1.131,1.0971,1.9094,1.5202,1,0,0,0,0,0,1,464.0,376.0,944.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,98,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.539,1494.0,1188.0,1206.0,1166.0,3.1207,1.1151,1.0971,1.7886,1.4518,1,0,0,0,0,0,1,291.0,246.0,990.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,98,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.559,1486.0,1182.0,1208.0,1125.0,3.096,1.1032,1.1141,1.6477,1.3809,1,0,0,0,0,0,1,293.0,125.0,973.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,98,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.579,1487.0,1188.0,1219.0,1112.0,3.0743,1.1032,1.1189,1.5101,1.3145,1,0,0,0,0,0,1,159.0,245.0,975.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,98,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.599,1479.0,1187.0,1216.0,1098.0,3.0712,1.1012,1.1383,1.4664,1.3024,1,0,0,0,0,0,1,359.0,392.0,989.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,98,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.62,1476.0,1188.0,1224.0,1094.0,3.0495,1.1032,1.1456,1.4195,1.2825,1,0,0,0,0,0,1,242.0,409.0,1006.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,98,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.64,1476.0,1188.0,1224.0,1094.0,3.0402,1.1032,1.1578,1.406,1.2819,1,0,0,0,0,0,1,242.0,409.0,1006.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,2,no_target_2,99,no_target,0,0,视觉无 good/bad，确认 2/3,0,0,1
17.66,1479.0,1193.0,1230.0,1095.0,3.0402,1.1032,1.1578,1.406,1.2819,1,0,0,0,0,0,1,363.0,424.0,991.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,2,no_target_2,99,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.68,1482.0,1196.0,1234.0,1094.0,3.0495,1.1131,1.1723,1.406,1.2892,1,0,0,0,0,0,1,405.0,622.0,1011.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,2,no_target_2,99,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.7,1468.0,1185.0,1225.0,1086.0,3.0495,1.1131,1.1723,1.406,1.2892,1,0,0,0,0,0,1,160.0,442.0,1066.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,2,no_target_2,99,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.721,1466.0,1186.0,1224.0,1086.0,3.0155,1.0992,1.1602,1.3792,1.2697,1,0,0,0,0,0,1,294.0,455.0,1007.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,2,no_target_2,99,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.741,1471.0,1190.0,1230.0,1092.0,3.0155,1.0992,1.1602,1.3792,1.2697,1,0,0,0,0,0,1,174.0,455.0,1026.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,2,no_target_2,99,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.761,1477.0,1195.0,1233.0,1096.0,3.0248,1.1071,1.1723,1.3993,1.2858,1,0,0,0,0,0,1,274.0,905.0,1028.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,2,no_target_2,99,no_target,0,0,等待下一个不同视觉帧,0,0,1
17.781,1474.0,1191.0,1230.0,1093.0,3.0341,1.1091,1.1723,1.4027,1.2875,1,0,0,0,0,0,1,195.0,1013.0,1011.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,100,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,0,0,1
17.801,1486.0,1203.0,1239.0,1104.0,3.0433,1.1171,1.1796,1.4128,1.2962,1,0,0,0,0,0,1,218.0,735.0,1026.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,100,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.822,1476.0,1193.0,1231.0,1094.0,3.0402,1.1131,1.1748,1.406,1.2904,1,0,0,0,0,0,1,207.0,651.0,1010.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,100,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.842,1474.0,1192.0,1230.0,1094.0,3.0402,1.1131,1.1748,1.406,1.2904,1,0,0,0,0,0,1,193.0,457.0,1024.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,100,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.862,1481.0,1198.0,1236.0,1098.0,3.0402,1.1131,1.1748,1.406,1.2904,1,0,0,0,0,0,1,210.0,441.0,1024.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,100,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.882,1474.0,1192.0,1232.0,1094.0,3.0341,1.1111,1.1772,1.406,1.2916,1,0,0,0,0,0,1,242.0,818.0,1012.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,100,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.902,1476.0,1192.0,1232.0,1096.0,3.0402,1.1111,1.1772,1.4128,1.295,1,0,0,0,0,0,1,204.0,355.0,1025.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,100,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.922,1476.0,1198.0,1232.0,1096.0,3.0402,1.1111,1.1772,1.4128,1.295,1,0,0,0,0,0,1,346.0,160.0,1008.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,100,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.943,1483.0,1200.0,1237.0,1101.0,3.0402,1.123,1.1772,1.4128,1.295,1,0,0,0,0,0,1,307.0,670.0,1041.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,101,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.963,1476.0,1192.0,1232.0,1093.0,3.0402,1.123,1.1772,1.4128,1.295,1,0,0,0,0,0,1,208.0,441.0,1026.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,101,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
17.983,1481.0,1200.0,1239.0,1096.0,3.0557,1.127,1.1893,1.4128,1.301,1,0,0,0,0,0,1,192.0,457.0,1026.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,101,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.003,1467.0,1192.0,1237.0,1082.0,3.0402,1.1111,1.1893,1.4027,1.296,1,0,0,0,0,0,1,171.0,494.0,1025.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,101,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.024,1462.0,1192.0,1243.0,1075.0,3.0124,1.1111,1.1942,1.3658,1.28,1,0,0,0,0,0,1,187.0,393.0,1056.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,101,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.044,1454.0,1190.0,1252.0,1073.0,2.9969,1.1111,1.2039,1.3423,1.2731,1,0,0,0,0,0,1,258.0,911.0,1075.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,101,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.064,1440.0,1187.0,1264.0,1065.0,2.9721,1.1071,1.2257,1.3356,1.2806,1,0,0,0,0,0,1,209.0,455.0,1119.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,101,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.084,1432.0,1200.0,1290.0,1069.0,2.9288,1.1071,1.2549,1.3221,1.2885,1,0,0,0,0,0,1,218.0,376.0,1117.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,102,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.104,1388.0,1201.0,1332.0,1044.0,2.904,1.127,1.318,1.3087,1.3133,1,0,0,0,0,0,1,308.0,702.0,1088.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,102,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.124,1290.0,1220.0,1408.0,1031.0,2.7678,1.129,1.4199,1.2383,1.3291,1,0,0,0,0,0,1,254.0,344.0,975.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,102,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.144,1116.0,1256.0,1470.0,1014.0,2.4644,1.1667,1.6044,1.1946,1.3995,1,0,0,0,0,0,1,405.0,441.0,973.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,102,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.164,1004.0,1505.0,1540.0,1028.0,1.9257,1.2381,1.7549,1.1846,1.4965,1,0,0,0,0,0,1,429.0,426.0,958.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,102,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.185,944.0,1824.0,1568.0,1026.0,1.5789,1.7321,1.9248,1.1779,1.6555,1,0,0,0,0,0,1,466.0,428.0,944.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,102,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.205,944.0,1824.0,1568.0,1026.0,1.3932,2.3651,1.9927,1.1779,1.693,1,0,0,0,0,0,1,466.0,428.0,944.0,1,0,1,enemy_push,ENEMY_PUSH,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,ENEMY_PUSH,front,,0,0,3,enemy_confirmed,102,no_target,0,0,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,700,700,1
18.225,917.0,1960.0,1571.0,1021.0,1.3932,2.3651,1.9927,1.1779,1.693,1,0,0,0,0,0,1,474.0,528.0,976.0,1,0,0,hunt,GOOD_ACQUIRE,CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.096875,,0.704263,1,0,0,front,IDLE,,,0,0,0,good,103,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
18.245,925.0,1992.0,1574.0,1026.0,1.3344,2.6349,2.0,1.1779,1.6672,1,0,0,1,0,0,1,496.0,1171.0,1011.0,1,0,0,hunt,GOOD_ACQUIRE,CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.096875,,0.704263,1,0,0,front,IDLE,,,0,0,0,good,103,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
18.265,924.0,1971.0,1554.0,989.0,1.3313,2.6567,2.0,1.1611,1.6656,1,0,0,1,0,0,1,626.0,410.0,942.0,1,0,0,hunt,GOOD_ACQUIRE,CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.096875,,0.704263,1,0,0,front,IDLE,,,0,0,0,good,103,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
18.286,981.0,1935.0,1545.0,1120.0,1.3344,2.6567,1.9587,1.1779,1.6466,1,0,0,1,0,0,1,652.0,706.0,977.0,1,0,0,hunt,GOOD_ACQUIRE,CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.096875,,0.704263,1,0,0,front,IDLE,,,0,0,0,good,103,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
18.306,1123.0,1859.0,1545.0,1344.0,1.5077,2.5853,1.9369,1.4933,1.7223,1,0,0,1,0,0,1,706.0,428.0,1050.0,1,0,0,hunt,GOOD_ACQUIRE,CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.096875,,0.704263,1,0,0,front,IDLE,,,0,0,0,good,103,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
18.326,1142.0,1485.0,1521.0,1373.0,1.9474,2.4345,1.9369,2.245,2.0962,1,0,0,1,0,0,1,772.0,834.0,1008.0,1,0,0,hunt,GOOD_ACQUIRE,CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.096875,,0.704263,1,0,0,front,IDLE,,,0,0,0,good,103,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
18.346,1136.0,1214.0,1512.0,1390.0,1.9876,1.6925,1.8786,2.3423,1.9331,1,0,0,1,0,0,1,1012.0,408.0,1024.0,1,0,0,hunt,GOOD_ACQUIRE,CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.096875,,0.704263,1,0,0,front,IDLE,,,0,0,0,good,103,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
18.366,1127.0,1178.0,1489.0,1405.0,1.9876,1.1548,1.8568,2.3993,1.9222,1,0,0,1,0,0,1,1160.0,226.0,975.0,1,0,0,hunt,GOOD_ACQUIRE,CRUISE,WAIT,IDLE,track_good,GOOD_ACQUIRE,good,-0.096875,,0.704263,1,0,0,front,IDLE,,,0,0,0,good,103,target,1,0,中置信度 good 停车等待不同视觉帧确认,0,0,1
18.386,1111.0,1179.0,1473.0,1387.0,1.9598,1.0853,1.801,2.3993,1.8804,1,0,0,1,0,0,1,1382.0,344.0,957.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.128125,,0.799252,0,0,1,front,IDLE,,,0,0,0,good,104,target,1,0,持续差速前进并小幅对准,400,500,1
18.407,1101.0,1220.0,1459.0,1372.0,1.9102,1.0853,1.7621,2.3893,1.8362,1,0,0,1,0,0,1,1508.0,193.0,909.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.128125,,0.799252,0,0,1,front,IDLE,,,0,0,0,good,104,target,1,0,持续差速前进并小幅对准,400,500,1
18.427,1087.0,1314.0,1444.0,1348.0,1.8793,1.1667,1.7282,2.3389,1.8037,1,0,0,1,0,0,1,1477.0,311.0,1104.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.128125,,0.799252,0,0,1,front,IDLE,,,0,0,0,good,104,target,1,0,持续差速前进并小幅对准,400,500,1
18.447,1067.0,1497.0,1424.0,1337.0,1.8359,1.3532,1.6917,2.2584,1.7638,1,0,0,1,0,0,1,1442.0,410.0,1042.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.128125,,0.799252,0,0,1,front,IDLE,,,0,0,0,good,104,target,1,0,持续差速前进并小幅对准,400,500,1
18.467,1071.0,1616.0,1424.0,1331.0,1.7864,1.7163,1.6432,2.2215,1.7513,1,0,0,1,0,0,1,1396.0,393.0,941.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.128125,,0.799252,0,0,1,front,IDLE,,,0,0,0,good,104,target,1,0,持续差速前进并小幅对准,400,500,1
18.487,1050.0,1597.0,1404.0,1320.0,1.774,1.9147,1.6432,2.2013,1.8443,1,0,0,1,0,0,1,1415.0,511.0,1016.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.128125,,0.799252,0,0,1,front,IDLE,,,0,0,0,good,104,target,1,0,持续差速前进并小幅对准,400,500,1
18.508,1039.0,1589.0,1391.0,1308.0,1.7214,1.9147,1.5947,2.1644,1.818,1,0,0,1,0,0,1,1430.0,720.0,1011.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.128125,,0.799252,0,0,1,front,IDLE,,,0,0,0,good,104,target,1,0,持续差速前进并小幅对准,400,500,1
18.528,1027.0,1570.0,1380.0,1294.0,1.6873,1.8988,1.5631,2.1242,1.7931,1,0,0,1,0,0,1,1456.0,232.0,959.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.10625,,0.678844,0,0,1,front,IDLE,,,0,0,0,good,105,target,1,0,持续差速前进并小幅对准,400,500,1
18.548,1006.0,1531.0,1355.0,1273.0,1.6502,1.8611,1.5364,2.0772,1.7556,1,0,0,1,0,0,1,1444.0,527.0,942.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.10625,,0.678844,0,0,1,front,IDLE,,,0,0,0,good,105,target,1,0,持续差速前进并小幅对准,400,500,1
18.568,985.0,1532.0,1342.0,1254.0,1.5851,1.7857,1.4757,2.0067,1.6854,1,0,0,0,0,0,1,1400.0,220.0,990.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.10625,,0.678844,0,0,1,front,IDLE,,,0,0,0,good,105,target,1,0,持续差速前进并小幅对准,400,500,1
18.588,964.0,1520.0,1341.0,1239.0,1.5201,1.7837,1.4442,1.943,1.6519,1,0,0,0,0,0,1,1391.0,590.0,976.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.10625,,0.678844,0,0,1,front,IDLE,,,0,0,0,good,105,target,1,0,持续差速前进并小幅对准,400,500,1
18.608,940.0,1499.0,1332.0,1210.0,1.4551,1.7619,1.4417,1.8926,1.6085,1,0,0,0,0,0,1,1394.0,361.0,1007.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.10625,,0.678844,0,0,1,front,IDLE,,,0,0,0,good,105,target,1,0,持续差速前进并小幅对准,400,500,1
18.629,921.0,1491.0,1317.0,1209.0,1.3808,1.7202,1.4199,1.7953,1.5701,1,0,0,0,0,0,1,1398.0,95.0,1007.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.10625,,0.678844,0,0,1,front,IDLE,,,0,0,0,good,105,target,1,0,持续差速前进并小幅对准,400,500,1
18.649,912.0,1469.0,1305.0,1196.0,1.322,1.7044,1.3835,1.7919,1.5439,1,0,0,0,0,0,1,1415.0,376.0,992.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.10625,,0.678844,0,0,1,front,IDLE,,,0,0,0,good,105,target,1,0,持续差速前进并小幅对准,400,500,1
18.669,917.0,1467.0,1309.0,1194.0,1.3096,1.6607,1.3641,1.7483,1.5124,1,0,0,0,0,0,1,1413.0,246.0,975.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.10625,,0.678844,0,0,1,front,IDLE,,,0,0,0,good,105,target,1,0,持续差速前进并小幅对准,400,500,1
18.689,907.0,1453.0,1291.0,1184.0,1.2941,1.6567,1.3544,1.7416,1.5056,1,0,0,0,0,0,1,1413.0,263.0,989.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.115625,,0.666865,0,0,1,front,IDLE,,,0,0,0,good,106,target,1,0,持续差速前进并小幅对准,400,500,1
18.709,889.0,1428.0,1259.0,1159.0,1.2786,1.629,1.3204,1.7081,1.4747,1,0,0,0,0,0,1,1413.0,361.0,1039.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.115625,,0.666865,0,0,1,front,IDLE,,,0,0,0,good,106,target,1,0,持续差速前进并小幅对准,400,500,1
18.729,878.0,1416.0,1255.0,1144.0,1.2229,1.5794,1.2427,1.6242,1.411,1,0,0,0,0,0,1,1429.0,375.0,960.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.115625,,0.666865,0,0,1,front,IDLE,,,0,0,0,good,106,target,1,0,持续差速前进并小幅对准,400,500,1
18.749,878.0,1416.0,1255.0,1144.0,1.1889,1.5556,1.233,1.5738,1.3943,1,0,0,0,0,0,1,1429.0,375.0,960.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.115625,,0.666865,0,0,1,front,IDLE,,,0,0,0,good,106,target,1,0,持续差速前进并小幅对准,400,500,1
18.77,873.0,1406.0,1251.0,1141.0,1.1889,1.5556,1.233,1.5738,1.3943,1,0,0,0,0,0,1,1429.0,242.0,960.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.115625,,0.666865,0,0,1,front,IDLE,,,0,0,0,good,106,target,1,0,持续差速前进并小幅对准,400,500,1
18.79,863.0,1399.0,1240.0,1131.0,1.1734,1.5357,1.2233,1.5638,1.3795,1,0,0,0,0,0,1,1406.0,757.0,1022.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.115625,,0.666865,0,0,1,front,IDLE,,,0,0,0,good,106,target,1,0,持续差速前进并小幅对准,400,500,1
18.81,860.0,1385.0,1225.0,1120.0,1.1424,1.5218,1.1966,1.5302,1.3592,1,0,0,0,0,0,1,1418.0,377.0,991.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.115625,,0.666865,0,0,1,front,IDLE,,,0,0,0,good,106,target,1,0,持续差速前进并小幅对准,400,500,1
