t,sequence,vision_timestamp_ms,received_age_ms,valid,reason,frame_width,frame_height,action,target_type,confidence,center_x,center_y,offset_x,offset_y,distance_cm,dt,error_x_normalized,filtered_error,turn_command,state,left_cmd,right_cmd,motor_enabled
40.051202,167,1786521068923,3.219,1,ok,640,480,push,good,0.915946,343,358,0.071875,0.491667,,0.242402,0.000225,0.000225,0,ALIGNED,0,0,1
40.498566,,,,0,no_data_or_stale,,,search,,,,,,,,0.447364,,,0,VISION_STOP,0,0,1
40.706578,168,1786521069578,3.377,1,ok,640,480,push,good,0.91171,343,358,0.071875,0.491667,,0.208012,0.000225,0.000225,0,ALIGNED,0,0,1
40.948622,169,1786521069812,11.839,1,ok,640,480,push,good,0.913098,343,358,0.071875,0.491667,,0.242043,0.000225,0.000225,0,ALIGNED,0,0,1
41.170524,170,1786521070027,18.374,1,ok,640,480,push,good,0.908646,343,358,0.071875,0.491667,,0.221903,0.000225,0.000225,0,ALIGNED,0,0,1
41.355473,171,1786521070228,2.393,1,ok,640,480,push,good,0.911842,343,358,0.071875,0.491667,,0.184949,0.000225,0.000225,0,ALIGNED,0,0,1
41.577735,172,1786521070444,8.866,1,ok,640,480,push,good,0.907559,343,358,0.071875,0.491667,,0.222262,0.000225,0.000225,0,ALIGNED,0,0,1
41.779181,173,1786521070650,4.443,1,ok,640,480,push,good,0.902188,344,358,0.075,0.491667,,0.201447,0.000234,0.000229,0,ALIGNED,0,0,1
41.987188,174,1786521070848,14.039,1,ok,640,480,push,good,0.90876,343,358,0.071875,0.491667,,0.208006,0.000225,0.000227,0,ALIGNED,0,0,1
42.169492,175,1786521071040,4.804,1,ok,640,480,push,good,0.904335,343,358,0.071875,0.491667,,0.182305,0.000225,0.000226,0,ALIGNED,0,0,1
42.373066,176,1786521071234,13.861,1,ok,640,480,push,good,0.915824,343,358,0.071875,0.491667,,0.203574,0.000225,0.000225,0,ALIGNED,0,0,1
42.55559,177,1786521071429,1.806,1,ok,640,480,push,good,0.909136,343,358,0.071875,0.491667,,0.182523,0.000225,0.000225,0,ALIGNED,0,0,1
42.757769,178,1786521071628,5.464,1,ok,640,480,push,good,0.908218,343,358,0.071875,0.491667,,0.202179,0.000225,0.000225,0,ALIGNED,0,0,1
42.983839,179,1786521071839,20.33,1,ok,640,480,push,good,0.909215,343,358,0.071875,0.491667,,0.22607,0.000225,0.000225,0,ALIGNED,0,0,1
43.166527,180,1786521072042,0.132,1,ok,640,480,push,good,0.904664,343,358,0.071875,0.491667,,0.182688,0.000225,0.000225,0,ALIGNED,0,0,1
43.368505,181,1786521072236,7.473,1,ok,640,480,push,good,0.907836,343,358,0.071875,0.491667,,0.201978,0.000225,0.000225,0,ALIGNED,0,0,1
43.570336,182,1786521072435,10.679,1,ok,640,480,push,good,0.912205,343,358,0.071875,0.491667,,0.201831,0.000225,0.000225,0,ALIGNED,0,0,1
43.772134,183,1786521072639,8.205,1,ok,640,480,push,good,0.908393,343,358,0.071875,0.491667,,0.201798,0.000225,0.000225,0,ALIGNED,0,0,1
43.975373,184,1786521072835,15.091,1,ok,640,480,push,good,0.909444,343,358,0.071875,0.491667,,0.203239,0.000225,0.000225,0,ALIGNED,0,0,1
44.177543,185,1786521073038,14.601,1,ok,640,480,push,good,0.905286,343,358,0.071875,0.491667,,0.20217,0.000225,0.000225,0,ALIGNED,0,0,1
44.379288,186,1786521073240,14.545,1,ok,640,480,push,good,0.909734,343,358,0.071875,0.491667,,0.201745,0.000225,0.000225,0,ALIGNED,0,0,1
44.581116,187,1786521073441,15.659,1,ok,640,480,push,good,0.906443,343,358,0.071875,0.491667,,0.201828,0.000225,0.000225,0,ALIGNED,0,0,1
44.782866,188,1786521073641,16.594,1,ok,640,480,push,good,0.908381,343,358,0.071875,0.491667,,0.20175,0.000225,0.000225,0,ALIGNED,0,0,1
44.984658,189,1786521073853,6.157,1,ok,640,480,push,good,0.910022,343,358,0.071875,0.491667,,0.201792,0.000225,0.000225,0,ALIGNED,0,0,1
45.328931,190,1786521074204,0.577,1,ok,640,480,push,good,0.909554,343,358,0.071875,0.491667,,0.344273,0.000225,0.000225,0,ALIGNED,0,0,1
45.779857,,,,0,no_data_or_stale,,,search,,,,,,,,0.450925,,,0,VISION_STOP,0,0,1
45.942272,191,1786521074810,7.573,1,ok,640,480,push,good,0.908584,343,358,0.071875,0.491667,,0.162416,0.000225,0.000225,0,ALIGNED,0,0,1
46.164179,192,1786521075039,0.294,1,ok,640,480,push,good,0.907852,343,358,0.071875,0.491667,,0.221907,0.000225,0.000225,0,ALIGNED,0,0,1
46.385939,193,1786521075244,16.725,1,ok,640,480,push,good,0.913478,343,358,0.071875,0.491667,,0.22176,0.000225,0.000225,0,ALIGNED,0,0,1
46.58798,194,1786521075460,3.238,1,ok,640,480,push,good,0.909608,343,358,0.071875,0.491667,,0.202041,0.000225,0.000225,0,ALIGNED,0,0,1
46.810017,195,1786521075674,11.682,1,ok,640,480,push,good,0.907663,343,358,0.071875,0.491667,,0.222037,0.000225,0.000225,0,ALIGNED,0,0,1
47.011932,196,1786521075880,7.537,1,ok,640,480,push,good,0.905149,343,358,0.071875,0.491667,,0.201915,0.000225,0.000225,0,ALIGNED,0,0,1
47.217495,197,1786521076084,8.759,1,ok,640,480,push,good,0.906959,343,358,0.071875,0.491667,,0.205563,0.000225,0.000225,0,ALIGNED,0,0,1
47.425863,198,1786521076289,12.231,1,ok,640,480,push,good,0.914694,343,358,0.071875,0.491667,,0.208368,0.000225,0.000225,0,ALIGNED,0,0,1
47.628526,199,1786521076484,19.444,1,ok,640,480,push,good,0.908389,344,358,0.075,0.491667,,0.202663,0.000234,0.000229,0,ALIGNED,0,0,1
47.811361,200,1786521076678,8.526,1,ok,640,480,push,good,0.909663,343,358,0.071875,0.491667,,0.182835,0.000225,0.000227,0,ALIGNED,0,0,1
48.016281,201,1786521076874,17.228,1,ok,640,480,push,good,0.910315,343,358,0.071875,0.491667,,0.20492,0.000225,0.000226,0,ALIGNED,0,0,1
48.200926,202,1786521077071,5.494,1,ok,640,480,push,good,0.918193,343,358,0.071875,0.491667,,0.184645,0.000225,0.000225,0,ALIGNED,0,0,1
48.408869,203,1786521077269,14.97,1,ok,640,480,push,good,0.912987,343,358,0.071875,0.491667,,0.207943,0.000225,0.000225,0,ALIGNED,0,0,1
48.591809,204,1786521077464,3.089,1,ok,640,480,push,good,0.912565,343,358,0.071875,0.491667,,0.182939,0.000225,0.000225,0,ALIGNED,0,0,1
48.794459,205,1786521077661,8.35,1,ok,640,480,push,good,0.910844,343,358,0.071875,0.491667,,0.20265,0.000225,0.000225,0,ALIGNED,0,0,1
49.038807,206,1786521077901,13.09,1,ok,640,480,push,good,0.907128,343,358,0.071875,0.491667,,0.244349,0.000225,0.000225,0,ALIGNED,0,0,1
49.303358,207,1786521078164,14.27,1,ok,640,480,push,good,0.907705,343,358,0.071875,0.491667,,0.264551,0.000225,0.000225,0,ALIGNED,0,0,1
49.527382,208,1786521078394,8.73,1,ok,640,480,push,good,0.908879,343,358,0.071875,0.491667,,0.224024,0.000225,0.000225,0,ALIGNED,0,0,1
49.750349,209,1786521078608,18.319,1,ok,640,480,push,good,0.914125,343,358,0.071875,0.491667,,0.222967,0.000225,0.000225,0,ALIGNED,0,0,1
49.952237,210,1786521078823,4.055,1,ok,640,480,push,good,0.912416,343,358,0.071875,0.491667,,0.201887,0.000225,0.000225,0,ALIGNED,0,0,1
50.336517,211,1786521079201,10.297,1,ok,640,480,push,good,0.909356,343,358,0.071875,0.491667,,0.384281,0.000225,0.000225,0,ALIGNED,0,0,1
50.785448,,,,0,no_data_or_stale,,,search,,,,,,,,0.448931,,,0,VISION_STOP,0,0,1
50.865916,212,1786521079735,6.13,1,ok,640,480,push,good,0.902248,343,358,0.071875,0.491667,,0.080468,0.000225,0.000225,0,ALIGNED,0,0,1
51.089434,213,1786521079950,15.016,1,ok,640,480,push,good,0.905244,343,358,0.071875,0.491667,,0.223518,0.000225,0.000225,0,ALIGNED,0,0,1
51.291306,214,1786521080165,1.544,1,ok,640,480,push,good,0.908442,343,358,0.071875,0.491667,,0.201872,0.000225,0.000225,0,ALIGNED,0,0,1
51.574822,215,1786521080445,5.316,1,ok,640,480,push,good,0.902911,343,358,0.071875,0.491667,,0.283516,0.000225,0.000225,0,ALIGNED,0,0,1
52.020562,,,,0,no_data_or_stale,,,search,,,,,,,,0.44574,,,0,VISION_STOP,0,0,1
52.1622,216,1786521081019,16.717,1,ok,640,480,push,good,0.908785,343,358,0.071875,0.491667,,0.141638,0.000225,0.000225,0,ALIGNED,0,0,1
52.368445,217,1786521081240,3.241,1,ok,640,480,push,good,0.90366,344,358,0.075,0.491667,,0.206245,0.000234,0.000229,0,ALIGNED,0,0,1
52.63372,218,1786521081491,18.006,1,ok,640,480,push,good,0.917733,343,358,0.071875,0.491667,,0.265275,0.000225,0.000227,0,ALIGNED,0,0,1
52.856411,219,1786521081715,17.123,1,ok,640,480,push,good,0.912826,343,358,0.071875,0.491667,,0.222691,0.000225,0.000226,0,ALIGNED,0,0,1
53.057974,220,1786521081929,4.088,1,ok,640,480,push,good,0.90909,343,358,0.071875,0.491667,,0.201563,0.000225,0.000225,0,ALIGNED,0,0,1
53.259637,221,1786521082128,6.689,1,ok,640,480,push,good,0.91409,343,358,0.071875,0.491667,,0.201663,0.000225,0.000225,0,ALIGNED,0,0,1
53.461204,222,1786521082333,3.754,1,ok,640,480,push,good,0.908653,344,358,0.075,0.491667,,0.201567,0.000234,0.000229,0,ALIGNED,0,0,1
53.703536,223,1786521082563,15.453,1,ok,640,480,push,good,0.904739,343,358,0.071875,0.491667,,0.242332,0.000225,0.000227,0,ALIGNED,0,0,1
53.925642,224,1786521082782,19.158,1,ok,640,480,push,good,0.909997,343,358,0.071875,0.491667,,0.222107,0.000225,0.000226,0,ALIGNED,0,0,1
54.147516,225,1786521083006,16.64,1,ok,640,480,push,good,0.902753,343,358,0.071875,0.491667,,0.221873,0.000225,0.000225,0,ALIGNED,0,0,1
54.394139,226,1786521083254,15.272,1,ok,640,480,push,good,0.911009,343,358,0.071875,0.491667,,0.246623,0.000225,0.000225,0,ALIGNED,0,0,1
54.657189,227,1786521083526,6.458,1,ok,640,480,push,good,0.901468,343,358,0.071875,0.491667,,0.263049,0.000225,0.000225,0,ALIGNED,0,0,1
54.903313,228,1786521083771,7.244,1,ok,640,480,push,good,0.911128,343,358,0.071875,0.491667,,0.246125,0.000225,0.000225,0,ALIGNED,0,0,1
55.146336,229,1786521084020,1.84,1,ok,640,480,push,good,0.914001,343,358,0.071875,0.491667,,0.243023,0.000225,0.000225,0,ALIGNED,0,0,1
55.613308,,,,0,no_data_or_stale,,,search,,,,,,,,0.466971,,,0,VISION_STOP,0,0,1
55.835442,230,1786521084691,19.729,1,ok,640,480,push,good,0.910369,343,358,0.071875,0.491667,,0.222134,0.000225,0.000225,0,ALIGNED,0,0,1
