t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,enemy_vision_count,enemy_vision_verdict,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
175.097,740.0,1064.0,1032.0,1038.0,0.7523,0.8552,0.6917,1.2013,0.8037,0,0,0,0,1,0,1,-4.0,22.0,926.0,1,1,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1090,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.118,740.0,1064.0,1032.0,1038.0,0.7616,0.8571,0.6917,1.2181,0.8094,0,0,0,0,1,0,1,-4.0,22.0,926.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1090,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.138,742.0,1061.0,1029.0,1033.0,0.7616,0.8571,0.6917,1.2181,0.8094,0,0,0,0,0,0,1,67.0,159.0,943.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1091,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.158,749.0,1069.0,1040.0,1039.0,0.7678,0.8571,0.6917,1.2181,0.8125,0,0,0,0,0,0,1,8.0,22.0,992.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1091,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.178,751.0,1074.0,1045.0,1041.0,0.7895,0.8671,0.7112,1.2215,0.8283,0,0,0,0,0,0,1,-3.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1091,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.199,744.0,1073.0,1032.0,1040.0,0.7895,0.875,0.7112,1.2248,0.8322,0,0,0,0,0,0,1,84.0,111.0,927.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1091,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.219,740.0,1082.0,1036.0,1043.0,0.774,0.877,0.7015,1.2282,0.8255,0,0,0,0,0,0,1,-3.0,638.0,945.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1091,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.239,747.0,1083.0,1034.0,1040.0,0.774,0.8929,0.6966,1.2248,0.8334,0,0,0,0,0,0,1,2.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1091,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.259,762.0,1086.0,1042.0,1044.0,0.7833,0.8948,0.7015,1.2349,0.8391,0,0,0,0,0,0,1,-4.0,209.0,929.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1091,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.279,771.0,1088.0,1040.0,1044.0,0.8297,0.9008,0.7112,1.2383,0.8653,0,0,0,0,0,0,1,-4.0,23.0,942.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1092,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.299,781.0,1098.0,1044.0,1054.0,0.8576,0.9048,0.716,1.2383,0.8812,0,0,0,0,0,0,1,16.0,22.0,942.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1092,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.319,787.0,1112.0,1051.0,1057.0,0.8885,0.9246,0.7209,1.2718,0.9066,0,0,0,0,0,0,1,-3.0,23.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1092,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.34,785.0,1116.0,1051.0,1053.0,0.9009,0.9524,0.7379,1.2718,0.9267,0,0,0,0,0,0,1,-3.0,22.0,942.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1092,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.36,785.0,1118.0,1045.0,1053.0,0.9009,0.9603,0.7379,1.2685,0.9306,0,0,0,0,0,0,1,-4.0,246.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1092,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.38,786.0,1126.0,1049.0,1056.0,0.9009,0.9643,0.733,1.2685,0.9326,0,0,0,0,0,0,1,-3.0,22.0,945.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1092,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.4,781.0,1130.0,1045.0,1051.0,0.9009,0.9802,0.7233,1.2685,0.9405,0,0,0,0,0,0,1,-4.0,22.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1092,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.42,776.0,1122.0,1038.0,1053.0,0.8885,0.9802,0.7233,1.2685,0.9344,0,0,0,0,0,0,1,-2.0,23.0,943.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1093,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.44,776.0,1125.0,1036.0,1052.0,0.8731,0.9782,0.7063,1.2651,0.9256,0,0,0,0,0,0,1,-3.0,22.0,926.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1093,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.46,779.0,1125.0,1040.0,1063.0,0.8731,0.9782,0.7063,1.2685,0.9256,0,0,0,0,0,0,1,-4.0,22.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1093,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.48,776.0,1119.0,1035.0,1061.0,0.8731,0.9782,0.7015,1.2953,0.9256,0,0,0,0,0,0,1,-4.0,22.0,1046.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1093,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.5,781.0,1118.0,1036.0,1069.0,0.8824,0.9663,0.7015,1.302,0.9243,0,0,0,0,0,0,1,-4.0,209.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1093,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.521,786.0,1116.0,1047.0,1069.0,0.8885,0.9643,0.7015,1.3221,0.9264,0,0,0,0,0,0,1,-4.0,23.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1093,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.541,791.0,1120.0,1057.0,1068.0,0.904,0.9643,0.7282,1.3221,0.9342,0,0,0,0,0,0,1,-3.0,22.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1093,no_target,0,0,转向完成，向前离开边缘,400,400,1
175.562,791.0,1120.0,1057.0,1068.0,0.9195,0.9683,0.7524,1.3188,0.9439,0,0,0,0,0,0,1,-3.0,22.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1094,target,0,1,转向完成，向前离开边缘,400,400,1
175.582,798.0,1120.0,1061.0,1073.0,0.9195,0.9683,0.7524,1.3188,0.9439,0,0,0,0,0,0,1,-31.0,31.0,943.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1094,target,0,1,转向完成，向前离开边缘,400,400,1
175.602,800.0,1118.0,1060.0,1080.0,0.9412,0.9683,0.7597,1.3356,0.9547,0,0,0,0,0,0,1,6.0,22.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1094,target,0,1,转向完成，向前离开边缘,400,400,1
175.622,804.0,1120.0,1062.0,1088.0,0.9474,0.9683,0.7621,1.3591,0.9578,0,0,0,0,0,0,1,-3.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1094,target,0,1,转向完成，向前离开边缘,400,400,1
175.643,808.0,1115.0,1081.0,1083.0,0.9598,0.9643,0.7646,1.3691,0.962,0,0,0,0,0,0,1,-3.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1094,target,0,1,转向完成，向前离开边缘,400,400,1
175.663,805.0,1105.0,1071.0,1074.0,0.9628,0.9583,0.7864,1.3691,0.9606,0,0,0,0,0,0,1,-2.0,23.0,1067.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1094,target,0,1,转向完成，向前离开边缘,400,400,1
175.683,806.0,1114.0,1062.0,1083.0,0.9659,0.9563,0.7864,1.3691,0.9611,0,0,0,0,0,0,1,-3.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1094,target,0,1,转向完成，向前离开边缘,400,400,1
175.703,809.0,1121.0,1062.0,1090.0,0.9659,0.9563,0.7646,1.3691,0.9611,0,0,0,0,0,0,1,-9.0,22.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1094,target,0,1,转向完成，向前离开边缘,400,400,1
175.723,817.0,1138.0,1066.0,1098.0,0.9752,0.9702,0.7646,1.3926,0.9727,0,0,0,0,0,0,1,-5.0,504.0,1060.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1095,target,0,1,转向完成，向前离开边缘,400,400,1
175.743,814.0,1137.0,1077.0,1094.0,0.9907,1.002,0.7743,1.406,0.9963,0,0,0,0,0,0,1,9.0,23.0,942.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1095,target,0,1,转向完成，向前离开边缘,400,400,1
175.763,808.0,1135.0,1080.0,1097.0,0.9907,1.002,0.801,1.4161,0.9963,0,0,0,0,1,0,1,-3.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1095,target,0,1,转向完成，向前离开边缘,400,400,1
175.784,808.0,1131.0,1080.0,1098.0,0.9721,0.998,0.8083,1.4161,0.9851,0,0,0,0,1,0,1,-4.0,278.0,930.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1095,target,0,1,转向完成，向前离开边缘,400,400,1
175.804,808.0,1123.0,1082.0,1090.0,0.9721,0.9901,0.8083,1.4161,0.9811,0,0,0,0,1,0,1,-4.0,261.0,943.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1095,target,0,1,转向完成，向前离开边缘,400,400,1
175.824,822.0,1144.0,1099.0,1100.0,0.9721,0.9901,0.8131,1.4195,0.9811,0,0,0,0,1,0,1,-3.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1095,target,0,1,转向完成，向前离开边缘,400,400,1
175.844,832.0,1166.0,1110.0,1112.0,1.0155,1.0159,0.8544,1.4262,1.0157,0,0,0,0,1,0,1,-4.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1095,target,0,1,转向完成，向前离开边缘,400,400,1
175.865,823.0,1148.0,1091.0,1098.0,1.0186,1.0238,0.8544,1.4262,1.0212,0,0,0,0,1,0,1,-3.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1096,target,0,1,转向完成，向前离开边缘,400,400,1
175.885,839.0,1153.0,1099.0,1096.0,1.0464,1.0337,0.8544,1.4195,1.0401,0,0,0,0,1,0,1,-2.0,293.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1096,target,0,1,转向完成，向前离开边缘,400,400,1
175.905,838.0,1163.0,1094.0,1098.0,1.065,1.0337,0.8422,1.4195,1.0494,0,0,0,0,1,0,1,-1.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1096,target,0,1,转向完成，向前离开边缘,400,400,1
175.925,836.0,1154.0,1085.0,1093.0,1.065,1.0357,0.8422,1.4128,1.0504,0,0,0,0,1,0,1,-4.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1096,target,0,1,转向完成，向前离开边缘,400,400,1
175.945,836.0,1166.0,1088.0,1098.0,1.0588,1.0536,0.8277,1.4195,1.0562,0,0,0,0,1,0,1,-3.0,24.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1096,target,0,1,转向完成，向前离开边缘,400,400,1
175.965,829.0,1161.0,1102.0,1115.0,1.0588,1.0496,0.8277,1.4195,1.0542,0,0,0,0,1,0,1,-4.0,237.0,988.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1096,target,0,1,转向完成，向前离开边缘,400,400,1
175.986,838.0,1185.0,1121.0,1133.0,1.0588,1.0595,0.8617,1.4765,1.0592,0,0,0,0,1,0,1,-4.0,22.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1096,target,0,1,转向完成，向前离开边缘,400,400,1
176.006,832.0,1186.0,1115.0,1143.0,1.0464,1.0972,0.8932,1.5369,1.0718,0,0,0,0,1,0,1,-4.0,77.0,928.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1096,target,0,1,转向完成，向前离开边缘,400,400,1
176.026,832.0,1187.0,1107.0,1141.0,1.0464,1.0992,0.8932,1.5638,1.0728,0,0,0,0,1,0,1,-4.0,78.0,943.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1097,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.046,834.0,1195.0,1123.0,1148.0,1.0464,1.1012,0.8932,1.5705,1.0738,0,0,0,0,1,0,1,-7.0,27.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1097,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.066,834.0,1195.0,1123.0,1148.0,1.0526,1.1171,0.9126,1.5872,1.0848,0,0,0,0,1,0,1,-7.0,27.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1097,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.086,836.0,1199.0,1107.0,1150.0,1.0526,1.1171,0.9126,1.5872,1.0848,0,0,0,0,1,0,1,-4.0,23.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1097,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.106,839.0,1192.0,1098.0,1152.0,1.0588,1.1171,0.8738,1.594,1.0879,0,0,0,0,1,0,1,-3.0,22.0,942.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1097,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.127,836.0,1173.0,1092.0,1152.0,1.0588,1.1111,0.8519,1.6007,1.085,0,0,0,0,1,0,1,-3.0,22.0,894.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1097,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.147,843.0,1186.0,1101.0,1161.0,1.0681,1.0992,0.8519,1.6007,1.0837,0,0,0,0,1,0,1,-4.0,34.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1097,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.167,848.0,1206.0,1100.0,1164.0,1.0805,1.0992,0.8568,1.6309,1.0899,0,0,0,0,1,0,1,-3.0,22.0,912.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1098,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.187,848.0,1220.0,1099.0,1157.0,1.096,1.1389,0.8568,1.6309,1.1174,0,0,0,0,1,0,1,-5.0,23.0,1060.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1098,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.207,850.0,1212.0,1079.0,1147.0,1.096,1.1508,0.8544,1.6174,1.1234,0,0,0,0,1,0,1,-4.0,39.0,932.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1098,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.227,851.0,1232.0,1099.0,1150.0,1.1022,1.1667,0.8544,1.594,1.1344,0,0,0,0,1,0,1,-5.0,23.0,944.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1098,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.247,849.0,1213.0,1114.0,1161.0,1.1022,1.1528,0.8544,1.594,1.1275,0,0,0,0,1,0,1,-5.0,227.0,771.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1098,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.268,847.0,1216.0,1119.0,1155.0,1.0991,1.1587,0.8908,1.6107,1.1289,0,0,0,0,1,0,1,-2.0,22.0,941.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1098,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.288,851.0,1219.0,1121.0,1150.0,1.0991,1.1587,0.9029,1.6107,1.1289,0,0,0,0,1,0,1,-5.0,23.0,945.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1099,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.308,846.0,1215.0,1132.0,1151.0,1.0929,1.1587,0.9078,1.5973,1.1258,0,0,0,0,0,1,1,-3.0,192.0,961.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1099,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.328,842.0,1217.0,1136.0,1152.0,1.0898,1.1607,0.9345,1.5973,1.1252,0,0,0,0,0,1,1,-4.0,23.0,943.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1099,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.348,845.0,1212.0,1135.0,1146.0,1.0867,1.1567,0.9417,1.5973,1.1217,0,0,0,0,0,1,1,-3.0,22.0,976.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1099,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.368,844.0,1204.0,1118.0,1141.0,1.0836,1.1508,0.9417,1.5805,1.1172,0,0,0,0,0,1,1,-4.0,22.0,960.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1099,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.388,845.0,1209.0,1119.0,1150.0,1.0867,1.1448,0.9029,1.5805,1.1158,0,0,0,0,0,1,1,-4.0,22.0,991.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1099,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.409,847.0,1217.0,1118.0,1152.0,1.0867,1.1448,0.9005,1.594,1.1158,0,0,0,0,0,1,1,-5.0,177.0,1009.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1099,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.429,845.0,1230.0,1133.0,1158.0,1.0867,1.1607,0.9029,1.6007,1.1237,0,0,0,0,0,1,1,-4.0,22.0,976.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1099,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.449,839.0,1225.0,1137.0,1152.0,1.0867,1.1766,0.9369,1.6007,1.1316,0,0,0,0,0,1,1,7.0,23.0,976.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1100,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.469,843.0,1239.0,1130.0,1158.0,1.0805,1.1865,0.9369,1.6208,1.1335,0,0,0,0,0,1,1,-4.0,230.0,976.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1100,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.489,843.0,1239.0,1130.0,1158.0,1.0805,1.2044,0.9296,1.6208,1.1424,0,0,0,0,0,1,1,-4.0,230.0,976.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1100,no_target,0,0,转向完成，向前离开边缘,400,400,1
176.509,833.0,1226.0,1139.0,1147.0,1.0805,1.2044,0.9296,1.6208,1.1424,0,0,0,0,0,1,1,-4.0,23.0,942.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,1100,no_target,0,0,已达到避边释放线，恢复中速穿越渐变区,450,450,1
176.529,839.0,1229.0,1145.0,1153.0,1.0681,1.1845,0.9515,1.604,1.1263,0,0,0,0,0,1,1,-2.0,62.0,960.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,1100,no_target,0,0,按区域分级巡航,450,450,1
176.549,838.0,1235.0,1136.0,1160.0,1.065,1.1845,0.9515,1.604,1.1248,0,0,0,0,0,1,1,-3.0,22.0,960.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,1100,no_target,0,0,按区域分级巡航,450,450,1
176.57,838.0,1248.0,1116.0,1170.0,1.065,1.1964,0.9442,1.6275,1.1307,0,0,0,0,0,1,1,-4.0,22.0,957.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,1100,no_target,0,0,按区域分级巡航,450,450,1
176.59,830.0,1237.0,1105.0,1170.0,1.065,1.2004,0.8956,1.6611,1.1327,0,0,0,0,0,1,1,-5.0,851.0,979.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,1101,no_target,0,0,按区域分级巡航,450,450,1
176.61,841.0,1244.0,1101.0,1185.0,1.065,1.2143,0.8689,1.6611,1.1397,0,0,0,0,0,1,1,-23.0,22.0,945.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,1101,no_target,0,0,按区域分级巡航,450,450,1
