t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,vision_has_good,vision_has_bad,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,shovel_state,shovel_active,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
199.411,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1249,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,490.0,811.0,864.0,719.0,48.0,1312.0
199.431,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1250,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,492.0,818.0,865.0,725.0,46.0,1342.0
199.452,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1250,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,492.0,820.0,861.0,727.0,58.0,1395.0
199.472,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1250,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,489.0,816.0,854.0,720.0,109.0,1312.0
199.492,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1250,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,491.0,823.0,856.0,723.0,47.0,1265.0
199.513,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1250,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,489.0,821.0,854.0,718.0,423.0,1297.0
199.533,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1250,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,486.0,818.0,848.0,715.0,508.0,1298.0
199.553,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1250,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,488.0,825.0,851.0,717.0,391.0,1298.0
199.574,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1250,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,488.0,825.0,849.0,715.0,457.0,1297.0
199.594,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1251,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,491.0,832.0,854.0,722.0,423.0,1358.0
199.614,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1251,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,486.0,825.0,850.0,715.0,925.0,1378.0
199.635,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1251,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,485.0,825.0,852.0,712.0,734.0,1347.0
199.655,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1251,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,485.0,825.0,854.0,711.0,801.0,1313.0
199.675,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,1251,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,IDLE,0,1,0,1,1,0,0,484.0,821.0,855.0,710.0,1069.0,1185.0
199.695,proximity_probe,proximity_probe,HANGED,铲子悬空，停车,0,0,1,1,1251,no_target,0,0,IDLE,front,,1,0,3,enemy_confirmed,HANGED,1,1,0,1,1,0,0,484.0,822.0,858.0,709.0,895.0,1218.0
199.715,proximity_probe,proximity_probe,HANGED,铲子悬空，停车,0,0,1,1,1251,no_target,0,0,IDLE,,,0,1,0,push_finished,HANGED,1,1,0,1,1,0,0,484.0,820.0,859.0,709.0,975.0,1233.0
199.736,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1252,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,485.0,820.0,860.0,713.0,1011.0,1232.0
199.756,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1252,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,485.0,820.0,860.0,713.0,1011.0,1232.0
199.776,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1252,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,484.0,817.0,856.0,711.0,1306.0,1186.0
199.796,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1252,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,483.0,814.0,855.0,711.0,816.0,1201.0
199.817,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1252,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,481.0,813.0,854.0,707.0,1293.0,1280.0
199.837,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1252,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,478.0,811.0,851.0,702.0,1248.0,1214.0
199.857,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1252,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,482.0,818.0,855.0,707.0,1296.0,1302.0
199.877,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1253,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,488.0,830.0,866.0,716.0,1057.0,1233.0
199.897,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1253,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,485.0,827.0,863.0,712.0,942.0,1216.0
199.917,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1253,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,487.0,830.0,863.0,714.0,754.0,1198.0
199.937,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1253,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,482.0,822.0,852.0,707.0,970.0,1301.0
199.958,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1253,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,485.0,825.0,855.0,713.0,840.0,1300.0
199.978,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1253,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,484.0,825.0,853.0,712.0,604.0,1326.0
199.998,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1253,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,484.0,826.0,854.0,714.0,785.0,1344.0
200.018,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,1254,no_target,0,0,IDLE,,,0,1,0,push_finished,REVERSE,1,1,0,1,1,0,0,488.0,833.0,859.0,720.0,587.0,1299.0
200.038,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1254,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,486.0,826.0,853.0,715.0,587.0,1335.0
200.058,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1254,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,490.0,832.0,852.0,724.0,991.0,1297.0
200.078,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1254,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,488.0,827.0,845.0,721.0,992.0,1301.0
200.099,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1254,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,489.0,828.0,848.0,722.0,522.0,1298.0
200.119,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1254,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,488.0,822.0,848.0,720.0,768.0,1328.0
200.139,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1254,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,486.0,817.0,846.0,717.0,897.0,1315.0
200.159,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1255,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,491.0,825.0,853.0,723.0,192.0,1328.0
200.179,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1255,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,486.0,814.0,845.0,715.0,174.0,1343.0
200.2,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1255,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,490.0,821.0,850.0,721.0,190.0,1312.0
200.22,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1255,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,487.0,816.0,846.0,719.0,637.0,1314.0
200.24,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1255,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,487.0,816.0,846.0,719.0,637.0,1314.0
200.26,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1255,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,489.0,822.0,848.0,723.0,604.0,1284.0
200.28,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1255,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,490.0,822.0,849.0,724.0,684.0,1345.0
200.3,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1256,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,488.0,820.0,848.0,721.0,222.0,1294.0
200.32,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1256,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,492.0,826.0,853.0,727.0,208.0,1267.0
200.34,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1256,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,490.0,822.0,849.0,724.0,605.0,1330.0
200.361,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1256,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,488.0,818.0,845.0,721.0,228.0,1312.0
200.381,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1256,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,488.0,817.0,845.0,720.0,225.0,1245.0
200.401,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1256,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,489.0,821.0,848.0,723.0,228.0,1282.0
200.421,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1256,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,488.0,817.0,845.0,719.0,230.0,1284.0
200.441,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1257,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,493.0,826.0,854.0,727.0,92.0,1280.0
200.461,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1257,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,493.0,827.0,854.0,728.0,208.0,1312.0
200.481,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1257,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,491.0,824.0,848.0,724.0,225.0,1282.0
200.502,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1257,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,491.0,823.0,850.0,724.0,21.0,1296.0
200.522,proximity_probe,probe_idle,IDLE,等待前方目标离开后重新允许推动,0,0,1,1,1257,no_target,0,0,IDLE,,,0,1,0,push_finished,IDLE,0,1,0,1,1,0,0,486.0,814.0,842.0,716.0,224.0,1386.0
200.542,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,0,0,1,1,1257,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,490.0,823.0,850.0,724.0,223.0,1313.0
200.562,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1257,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,493.0,825.0,852.0,727.0,93.0,1312.0
200.582,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1258,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,491.0,822.0,850.0,725.0,229.0,1398.0
200.602,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1258,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,492.0,825.0,853.0,726.0,92.0,1296.0
200.623,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1258,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,489.0,819.0,846.0,722.0,21.0,1229.0
200.643,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1258,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,489.0,821.0,849.0,722.0,407.0,1267.0
200.663,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1258,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,490.0,821.0,848.0,722.0,245.0,1296.0
200.683,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1258,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,493.0,827.0,854.0,729.0,224.0,1359.0
200.703,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1258,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,489.0,820.0,847.0,721.0,325.0,1283.0
200.723,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1259,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,490.0,822.0,849.0,723.0,176.0,1244.0
200.743,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1259,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,490.0,822.0,849.0,723.0,176.0,1244.0
200.764,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1259,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,495.0,830.0,857.0,730.0,621.0,1344.0
200.784,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1259,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,488.0,819.0,848.0,719.0,260.0,1329.0
200.804,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1259,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,491.0,820.0,850.0,723.0,308.0,1314.0
200.824,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1259,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,491.0,822.0,850.0,724.0,359.0,1368.0
200.844,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1259,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,488.0,818.0,848.0,720.0,572.0,1308.0
200.864,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1260,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,488.0,816.0,848.0,724.0,556.0,1200.0
200.884,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1260,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,490.0,819.0,848.0,733.0,751.0,1284.0
200.905,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1260,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,488.0,815.0,836.0,729.0,1183.0,1346.0
200.925,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1260,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,485.0,813.0,826.0,733.0,1447.0,1218.0
200.945,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1260,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,487.0,817.0,835.0,737.0,1072.0,1301.0
200.965,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1260,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,484.0,813.0,839.0,728.0,1507.0,1270.0
200.986,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1260,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,484.0,810.0,837.0,722.0,975.0,1216.0
201.006,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1261,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,1,0,0,485.0,812.0,831.0,714.0,1168.0,1140.0
201.026,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1261,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,0,0,0,484.0,809.0,822.0,711.0,1305.0,1317.0
201.046,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1261,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,0,0,0,487.0,814.0,817.0,719.0,979.0,1283.0
201.066,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1261,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,0,0,0,489.0,814.0,809.0,719.0,1027.0,1284.0
201.086,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1261,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,0,0,0,484.0,800.0,803.0,713.0,1152.0,1363.0
201.106,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1261,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,0,0,0,484.0,799.0,803.0,715.0,1353.0,1422.0
201.126,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1261,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,0,0,0,486.0,803.0,799.0,713.0,1398.0,1232.0
201.147,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1262,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,0,0,0,486.0,807.0,791.0,716.0,1416.0,1287.0
201.167,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1262,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,1,0,0,0,488.0,806.0,783.0,719.0,1278.0,1108.0
201.187,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1262,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,0,0,0,0,486.0,800.0,764.0,718.0,1048.0,1290.0
201.207,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1262,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,0,0,0,0,485.0,801.0,752.0,718.0,1506.0,1378.0
201.227,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1262,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,0,0,0,0,485.0,804.0,745.0,724.0,1993.0,1237.0
201.247,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1262,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,0,0,0,0,485.0,804.0,745.0,724.0,1993.0,1237.0
201.267,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1262,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,0,0,0,0,492.0,812.0,761.0,730.0,1246.0,1250.0
201.287,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1263,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,0,0,0,0,488.0,796.0,768.0,726.0,1024.0,1216.0
201.307,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1263,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,0,0,0,0,493.0,804.0,779.0,736.0,1353.0,1092.0
201.328,proximity_probe,proximity_probe,PROBE_TURN,right_front 发现近物候选，原地转向,500,-500,1,1,1263,no_target,0,0,PROBE_TURN,right_front,right,0,1,0,push_finished,IDLE,0,0,0,0,0,0,0,498.0,812.0,782.0,740.0,1446.0,721.0
201.348,proximity_probe,proximity_probe,PROBE_VISION_WAIT,定角转向完成，停车等待转后视觉结果,0,0,1,1,1263,no_target,0,0,PROBE_VISION_WAIT,front,,0,1,0,waiting,IDLE,0,0,0,0,0,0,0,499.0,805.0,781.0,739.0,1042.0,976.0
201.368,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,1263,no_target,0,0,PROBE_VISION_WAIT,front,,0,1,0,waiting,IDLE,0,0,0,0,0,0,0,500.0,797.0,778.0,738.0,1460.0,835.0
201.388,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,1263,no_target,0,0,PROBE_VISION_WAIT,front,,0,1,0,waiting,IDLE,0,0,0,0,0,0,0,502.0,797.0,779.0,739.0,1523.0,997.0
201.408,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,1263,no_target,0,0,PROBE_VISION_WAIT,front,,0,1,0,waiting,IDLE,0,0,0,0,0,0,1,499.0,784.0,775.0,731.0,1630.0,1047.0
201.429,proximity_probe,probe_idle,IDLE,转向后正前红外未发现目标，恢复巡台,0,0,1,1,1264,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,IDLE,0,0,0,0,0,0,1,499.0,786.0,775.0,740.0,1324.0,1143.0
201.449,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1264,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,IDLE,0,0,0,0,0,0,1,495.0,784.0,770.0,746.0,1100.0,992.0
201.469,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1264,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,IDLE,0,0,0,0,0,0,1,496.0,789.0,774.0,746.0,888.0,1186.0
201.489,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1264,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,IDLE,0,0,0,0,0,0,1,500.0,795.0,775.0,751.0,801.0,1075.0
201.509,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1264,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,IDLE,0,0,0,0,0,0,1,499.0,792.0,776.0,753.0,911.0,1088.0
201.529,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1264,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,IDLE,0,0,0,0,0,0,1,499.0,789.0,774.0,748.0,831.0,1121.0
