t,left,right,valid
13.479,1659.0,1831.0,1
13.499,1659.0,1845.0,1
13.519,1644.0,1875.0,1
13.539,1630.0,1846.0,1
13.559,1628.0,1831.0,1
13.579,1629.0,1861.0,1
13.599,1645.0,1829.0,1
13.619,1645.0,1832.0,1
13.64,1658.0,1861.0,1
13.66,1644.0,1828.0,1
13.68,1675.0,1831.0,1
13.7,1659.0,1832.0,1
13.72,1674.0,1832.0,1
13.74,1657.0,1829.0,1
13.76,1675.0,1832.0,1
13.78,1645.0,1832.0,1
13.8,1659.0,1843.0,1
13.82,1664.0,1844.0,1
13.84,1657.0,1846.0,1
13.86,1674.0,1846.0,1
13.881,1658.0,1828.0,1
13.901,1659.0,1844.0,1
13.921,1674.0,1832.0,1
13.941,1674.0,1845.0,1
13.961,1659.0,1830.0,1
13.981,1659.0,1846.0,1
14.001,1660.0,1845.0,1
14.021,1658.0,1832.0,1
14.041,1660.0,1861.0,1
14.061,1675.0,1846.0,1
14.081,1659.0,1846.0,1
14.102,1659.0,1847.0,1
14.122,1673.0,1828.0,1
14.142,1660.0,1846.0,1
14.162,1673.0,1832.0,1
14.182,1657.0,1841.0,1
14.202,1674.0,1845.0,1
14.222,1675.0,1846.0,1
14.242,1675.0,1851.0,1
14.262,1657.0,1844.0,1
14.283,1674.0,1845.0,1
14.303,1660.0,1846.0,1
14.323,1660.0,1843.0,1
14.343,1676.0,1844.0,1
14.363,1660.0,1846.0,1
14.383,1674.0,1847.0,1
14.403,1659.0,1843.0,1
14.423,1665.0,1845.0,1
14.443,1660.0,1846.0,1
14.463,1660.0,1845.0,1
14.484,1659.0,1845.0,1
14.504,1673.0,1845.0,1
14.524,1660.0,1846.0,1
14.544,1674.0,1845.0,1
14.564,1658.0,1842.0,1
14.584,1674.0,1847.0,1
14.604,1674.0,1846.0,1
14.624,1658.0,1842.0,1
14.644,1673.0,1843.0,1
14.664,1659.0,1832.0,1
14.685,1675.0,1845.0,1
14.705,1672.0,1829.0,1
14.725,1657.0,1830.0,1
14.745,1660.0,1832.0,1
14.765,1675.0,1827.0,1
14.785,1658.0,1829.0,1
14.805,1658.0,1830.0,1
14.825,1660.0,1846.0,1
14.845,1659.0,1830.0,1
14.865,1658.0,1846.0,1
14.886,1658.0,1832.0,1
14.906,1675.0,1832.0,1
14.926,1659.0,1844.0,1
14.946,1664.0,1844.0,1
14.966,1674.0,1845.0,1
14.986,1659.0,1831.0,1
15.006,1674.0,1860.0,1
15.026,1659.0,1830.0,1
15.046,1644.0,1846.0,1
15.066,1659.0,1860.0,1
15.09,1658.0,1846.0,1
15.11,1659.0,1846.0,1
15.13,1659.0,1826.0,1
15.15,1673.0,1828.0,1
15.17,1659.0,1832.0,1
15.19,1659.0,1846.0,1
15.21,1674.0,1829.0,1
15.23,1658.0,1830.0,1
15.251,1658.0,1831.0,1
15.271,1660.0,1830.0,1
15.291,1675.0,1830.0,1
15.311,1658.0,1846.0,1
15.331,1673.0,1846.0,1
15.351,1674.0,1831.0,1
15.371,1658.0,1846.0,1
15.391,1674.0,1817.0,1
15.411,1682.0,1831.0,1
15.432,1674.0,1831.0,1
15.452,1680.0,1829.0,1
15.472,1681.0,1817.0,1
15.492,1674.0,1842.0,1
15.512,1660.0,1812.0,1
15.532,1657.0,1816.0,1
15.552,1659.0,1832.0,1
15.572,1644.0,1812.0,1
15.592,1645.0,1816.0,1
15.613,1646.0,1802.0,1
15.633,1642.0,1802.0,1
15.653,1615.0,1801.0,1
15.673,1645.0,1801.0,1
15.693,1636.0,1802.0,1
15.713,1615.0,1801.0,1
15.733,1614.0,1800.0,1
15.753,1628.0,1800.0,1
15.773,1630.0,1803.0,1
15.794,1628.0,1801.0,1
15.814,1614.0,1796.0,1
15.834,1613.0,1787.0,1
15.854,1619.0,1772.0,1
15.874,1600.0,1768.0,1
15.894,1600.0,1784.0,1
15.914,1599.0,1772.0,1
