t,left,right,diff,valid
9.435,643.0,224.0,419.0,1
9.455,658.0,273.0,385.0,1
9.475,644.0,271.0,373.0,1
9.495,645.0,205.0,440.0,1
9.515,724.0,272.0,452.0,1
9.535,708.0,27.0,681.0,1
9.555,718.0,275.0,443.0,1
9.576,644.0,273.0,371.0,1
9.596,643.0,206.0,437.0,1
9.616,644.0,273.0,371.0,1
9.636,707.0,273.0,434.0,1
9.656,707.0,274.0,433.0,1
9.676,669.0,291.0,378.0,1
9.696,644.0,224.0,420.0,1
9.716,661.0,272.0,389.0,1
9.737,644.0,273.0,371.0,1
9.757,676.0,273.0,403.0,1
9.777,707.0,273.0,434.0,1
9.797,707.0,34.0,673.0,1
9.817,641.0,272.0,369.0,1
9.837,644.0,272.0,372.0,1
9.857,660.0,273.0,387.0,1
9.877,708.0,272.0,436.0,1
9.897,723.0,206.0,517.0,1
9.918,709.0,273.0,436.0,1
9.938,675.0,270.0,405.0,1
9.958,644.0,273.0,371.0,1
9.978,647.0,274.0,373.0,1
9.998,648.0,28.0,620.0,1
