t,left,right,diff,valid
7.845,1314.0,1307.0,7.0,1
7.865,1314.0,1102.0,212.0,1
7.885,1314.0,1086.0,228.0,1
7.905,1313.0,1068.0,245.0,1
7.925,1312.0,1290.0,22.0,1
7.945,1315.0,1085.0,230.0,1
7.965,1314.0,1292.0,22.0,1
7.985,1317.0,1308.0,9.0,1
8.005,1313.0,1070.0,243.0,1
8.026,1313.0,1066.0,247.0,1
8.046,1313.0,1081.0,232.0,1
8.066,1316.0,1070.0,246.0,1
8.086,1314.0,1070.0,244.0,1
8.106,1313.0,1069.0,244.0,1
8.126,1315.0,1292.0,23.0,1
8.146,1315.0,1069.0,246.0,1
8.166,1313.0,1305.0,8.0,1
8.186,1312.0,1069.0,243.0,1
8.206,1314.0,1072.0,242.0,1
8.227,1313.0,1070.0,243.0,1
8.247,1313.0,1067.0,246.0,1
8.267,1313.0,1180.0,133.0,1
8.287,1322.0,1084.0,238.0,1
8.307,1314.0,1293.0,21.0,1
8.327,1313.0,1117.0,196.0,1
8.347,1316.0,1321.0,-5.0,1
8.367,1312.0,1070.0,242.0,1
8.387,1314.0,1291.0,23.0,1
8.407,1314.0,1070.0,244.0,1
8.427,1312.0,1148.0,164.0,1
8.447,1313.0,1069.0,244.0,1
8.468,1313.0,1290.0,23.0,1
8.488,1316.0,1523.0,-207.0,1
8.508,1313.0,1067.0,246.0,1
8.528,1313.0,1308.0,5.0,1
8.548,1312.0,1070.0,242.0,1
8.568,1314.0,1074.0,240.0,1
8.588,1316.0,1537.0,-221.0,1
8.608,1313.0,1068.0,245.0,1
8.628,1321.0,1069.0,252.0,1
8.648,1313.0,1070.0,243.0,1
8.668,1313.0,1069.0,244.0,1
8.689,1314.0,1068.0,246.0,1
8.709,1312.0,1067.0,245.0,1
8.729,1316.0,1070.0,246.0,1
8.75,1313.0,1069.0,244.0,1
8.77,1314.0,1070.0,244.0,1
8.79,1321.0,1084.0,237.0,1
8.81,1312.0,1067.0,245.0,1
8.83,1312.0,1068.0,244.0,1
8.85,1314.0,1323.0,-9.0,1
8.87,1312.0,1071.0,241.0,1
8.891,1314.0,1291.0,23.0,1
8.911,1312.0,1070.0,242.0,1
8.931,1314.0,1114.0,200.0,1
8.951,1313.0,1069.0,244.0,1
8.971,1312.0,1069.0,243.0,1
8.991,1314.0,1131.0,183.0,1
9.011,1313.0,1068.0,245.0,1
9.031,1312.0,1068.0,244.0,1
9.052,1311.0,1291.0,20.0,1
9.072,1312.0,1085.0,227.0,1
9.092,1312.0,1068.0,244.0,1
9.112,1313.0,1083.0,230.0,1
9.132,1314.0,1306.0,8.0,1
9.152,1310.0,1067.0,243.0,1
9.172,1312.0,1070.0,242.0,1
9.192,1313.0,1132.0,181.0,1
9.212,1312.0,1066.0,246.0,1
9.232,1312.0,1083.0,229.0,1
9.253,1312.0,1211.0,101.0,1
9.273,1313.0,1085.0,228.0,1
9.293,1315.0,1570.0,-255.0,1
9.313,1323.0,1070.0,253.0,1
9.333,1314.0,1508.0,-194.0,1
9.353,1312.0,1304.0,8.0,1
9.373,1314.0,1292.0,22.0,1
9.393,1315.0,1602.0,-287.0,1
9.413,1321.0,1069.0,252.0,1
9.434,1312.0,1068.0,244.0,1
9.454,1312.0,1118.0,194.0,1
9.474,1313.0,1067.0,246.0,1
9.494,1312.0,1068.0,244.0,1
9.514,1312.0,1054.0,258.0,1
9.534,1312.0,1070.0,242.0,1
9.554,1314.0,1304.0,10.0,1
9.574,1313.0,1098.0,215.0,1
9.595,1313.0,1070.0,243.0,1
9.615,1312.0,1054.0,258.0,1
9.635,1313.0,1085.0,228.0,1
9.655,1312.0,1113.0,199.0,1
9.675,1312.0,1273.0,39.0,1
9.695,1315.0,1320.0,-5.0,1
9.715,1312.0,1053.0,259.0,1
9.735,1313.0,1069.0,244.0,1
9.755,1314.0,1069.0,245.0,1
9.776,1312.0,1099.0,213.0,1
9.796,1321.0,1147.0,174.0,1
9.816,1312.0,1068.0,244.0,1
9.836,1312.0,1069.0,243.0,1
9.856,1313.0,1307.0,6.0,1
9.876,1311.0,1068.0,243.0,1
9.896,1314.0,1069.0,245.0,1
9.916,1314.0,1305.0,9.0,1
9.936,1311.0,1069.0,242.0,1
9.957,1313.0,1070.0,243.0,1
9.977,1312.0,1067.0,245.0,1
9.997,1312.0,1066.0,246.0,1
10.018,1314.0,1068.0,246.0,1
10.038,1314.0,1069.0,245.0,1
10.058,1312.0,1069.0,243.0,1
10.078,1315.0,1071.0,244.0,1
10.098,1312.0,1068.0,244.0,1
10.118,1312.0,1131.0,181.0,1
10.138,1314.0,1068.0,246.0,1
10.158,1313.0,1069.0,244.0,1
10.178,1312.0,1069.0,243.0,1
10.199,1319.0,1302.0,17.0,1
10.219,1313.0,1066.0,247.0,1
10.239,1313.0,1366.0,-53.0,1
10.259,1312.0,1069.0,243.0,1
10.279,1314.0,1339.0,-25.0,1
10.299,1321.0,1067.0,254.0,1
10.319,1313.0,1066.0,247.0,1
10.339,1313.0,1082.0,231.0,1
10.36,1314.0,1305.0,9.0,1
10.38,1313.0,1070.0,243.0,1
10.4,1312.0,1071.0,241.0,1
10.42,1314.0,1070.0,244.0,1
10.44,1314.0,1086.0,228.0,1
10.46,1314.0,1069.0,245.0,1
10.48,1315.0,1071.0,244.0,1
10.5,1312.0,1070.0,242.0,1
10.52,1313.0,1068.0,245.0,1
10.541,1313.0,1068.0,245.0,1
10.561,1322.0,1067.0,255.0,1
10.581,1314.0,1085.0,229.0,1
10.601,1313.0,1086.0,227.0,1
10.621,1314.0,1200.0,114.0,1
10.641,1314.0,1227.0,87.0,1
10.661,1314.0,1524.0,-210.0,1
10.681,1313.0,1068.0,245.0,1
10.701,1313.0,1070.0,243.0,1
10.721,1314.0,1308.0,6.0,1
10.741,1314.0,1292.0,22.0,1
10.761,1312.0,1067.0,245.0,1
10.782,1313.0,1084.0,229.0,1
10.802,1314.0,1072.0,242.0,1
10.822,1314.0,1086.0,228.0,1
10.842,1314.0,1293.0,21.0,1
10.862,1313.0,1067.0,246.0,1
10.882,1314.0,1305.0,9.0,1
10.902,1313.0,1068.0,245.0,1
10.922,1312.0,1069.0,243.0,1
10.942,1313.0,1070.0,243.0,1
10.962,1313.0,1075.0,238.0,1
10.983,1312.0,1068.0,244.0,1
11.003,1316.0,1068.0,248.0,1
11.023,1312.0,1069.0,243.0,1
11.043,1312.0,1102.0,210.0,1
11.063,1315.0,1070.0,245.0,1
11.083,1312.0,1068.0,244.0,1
11.103,1315.0,1083.0,232.0,1
11.123,1313.0,1068.0,245.0,1
11.143,1314.0,1292.0,22.0,1
11.163,1314.0,1293.0,21.0,1
11.183,1312.0,1196.0,116.0,1
11.204,1312.0,1289.0,23.0,1
11.224,1312.0,1066.0,246.0,1
11.244,1314.0,1338.0,-24.0,1
11.264,1313.0,1070.0,243.0,1
