t,label,measured_distance_cm,sequence,vision_timestamp_ms,received_age_ms,vision_valid,vision_status,vision_error,frame_width,frame_height,action,fps,inference_ms,detection_count,detection_index,selected_target,class_id,target_type,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,bbox_area,bbox_area_ratio,center_x,center_y,offset_x,offset_y,model_distance_cm,sensor_valid,sensor_error,io_mask,hunt_mode,hunt_state,hunt_reason,hunt_owns_control,near_direction,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,shovel_left,shovel_right,shovel_state,shovel_active,shovel_hang,left_cmd,right_cmd,motor_enabled,adc0,adc1,adc2,adc3,adc4,adc5,adc6,adc7,adc8,adc9,io0,io1,io2,io3,io4,io5,io6,io7
203.577325,good_recheck,,1107,1786891301864,17.96894200015231,1,target,,640,480,push,5.472019,144.525351,1,0,1,0,good,0.877582,309,284,456,428,147.0,144.0,21168.0,0.06890625,383,356,0.196875,0.483333,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.196875,,0.877582,0,0,0,208.0,1052.0,IDLE,0,0,0,0,1,961,1498,1229,1270,208,1052,306,889,8,23,1,1,1,1,1,1,1,1
203.718124,good_recheck,,1108,1786891302018,4.440087001057691,1,target,,640,480,push,5.472788,147.512089,1,0,1,0,good,0.889197,304,285,456,426,152.0,141.0,21432.0,0.069765625,380,356,0.1875,0.483333,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.1875,,0.889197,0,0,0,295.0,1052.0,IDLE,0,0,0,0,1,952,1488,1220,1259,295,1052,325,189,3,23,1,1,1,1,1,1,1,1
203.879262,good_recheck,,1109,1786891302166,17.23522100110131,1,target,,640,480,push,5.473715,146.302117,1,0,1,0,good,0.890467,304,283,457,426,153.0,143.0,21879.0,0.071220703125,381,355,0.190625,0.479167,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.190625,,0.890467,0,0,0,277.0,1053.0,IDLE,0,0,0,0,1,955,1496,1226,1266,277,1053,329,1003,8,24,1,1,1,1,1,1,1,1
204.040309,good_recheck,,1110,1786891302333,11.638765001407592,1,target,,640,480,push,5.474151,164.526782,1,0,1,0,good,0.902797,302,282,459,428,157.0,146.0,22922.0,0.07461588541666667,381,355,0.190625,0.479167,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.190625,,0.902797,0,0,0,700.0,1053.0,IDLE,0,0,0,0,1,958,1497,1228,1265,700,1053,324,19,2,23,1,1,1,1,1,1,1,1
204.20144,good_recheck,,1111,1786891302492,13.979040000776877,1,target,,640,480,push,5.474794,151.285611,1,0,1,0,good,0.895459,305,283,457,427,152.0,144.0,21888.0,0.07125,381,355,0.190625,0.479167,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.190625,,0.895459,0,0,0,185.0,1053.0,IDLE,0,0,0,0,1,961,1500,1230,1269,185,1053,307,1620,12,24,1,1,1,1,1,1,1,1
204.382967,good_recheck,,1112,1786891302669,18.178591000832967,1,target,,640,480,push,5.474937,171.694829,1,0,1,0,good,0.907419,299,283,460,424,161.0,141.0,22701.0,0.073896484375,380,354,0.1875,0.475,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.1875,,0.907419,0,0,0,294.0,1039.0,IDLE,0,0,0,0,1,961,1500,1229,1269,294,1039,312,189,4,23,1,1,1,1,1,1,1,1
204.523873,good_recheck,,1113,1786891302826,1.89707200115663,1,target,,640,480,push,5.475644,149.675039,1,0,1,0,good,0.916762,302,285,456,427,154.0,142.0,21868.0,0.07118489583333333,379,356,0.184375,0.483333,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.184375,,0.916762,0,0,0,297.0,1038.0,IDLE,0,0,0,0,1,951,1488,1218,1259,297,1038,240,19,2,23,1,1,1,1,1,1,1,1
204.685448,good_recheck,,1114,1786891302988,1.885997999124811,1,target,,640,480,push,5.47619,159.761602,1,0,1,0,good,0.908353,300,282,462,425,162.0,143.0,23166.0,0.07541015625,381,354,0.190625,0.475,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.190625,,0.908353,0,0,0,278.0,1040.0,IDLE,0,0,0,0,1,954,1493,1222,1263,278,1040,307,827,7,24,1,1,1,1,1,1,1,1
204.847452,good_recheck,,1115,1786891303141,10.69502599966654,1,target,,640,480,push,5.476982,143.417441,1,0,1,0,good,0.905133,304,282,459,427,155.0,145.0,22475.0,0.07316080729166667,382,355,0.19375,0.479167,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.19375,,0.905133,0,0,0,556.0,1056.0,IDLE,0,0,0,0,1,959,1498,1227,1267,556,1056,307,827,7,24,1,1,1,1,1,1,1,1
204.99017,good_recheck,,1116,1786891303292,2.1118870008649537,1,target,,640,480,push,5.477825,148.69688,1,0,1,0,good,0.915104,300,282,462,424,162.0,142.0,23004.0,0.0748828125,381,353,0.190625,0.470833,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.190625,,0.915104,0,0,0,295.0,1055.0,IDLE,0,0,0,0,1,960,1498,1228,1268,295,1055,307,173,4,23,1,1,1,1,1,1,1,1
205.151367,good_recheck,,1117,1786891303451,4.267550999429659,1,target,,640,480,push,5.478454,156.441743,1,0,1,0,good,0.920953,301,283,457,425,156.0,142.0,22152.0,0.072109375,379,354,0.184375,0.475,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.184375,,0.920953,0,0,0,279.0,1054.0,IDLE,0,0,0,0,1,956,1492,1223,1262,279,1054,307,18,2,23,1,1,1,1,1,1,1,1
205.312569,good_recheck,,1118,1786891303603,14.371261999258422,1,target,,640,480,push,5.479299,148.564714,1,0,1,0,good,0.909508,303,283,457,425,154.0,142.0,21868.0,0.07118489583333333,380,354,0.1875,0.475,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.1875,,0.909508,0,0,0,295.0,1070.0,IDLE,0,0,0,0,1,957,1499,1229,1269,295,1070,339,19,2,24,1,1,1,1,1,1,1,1
205.453659,good_recheck,,1119,1786891303750,6.331475000479259,1,target,,640,480,push,5.480244,144.752033,1,0,1,0,good,0.897677,300,283,462,426,162.0,143.0,23166.0,0.07541015625,381,355,0.190625,0.479167,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.190625,,0.897677,0,0,0,179.0,1070.0,IDLE,0,0,0,0,1,950,1489,1220,1259,179,1070,340,19,2,23,1,1,1,1,1,1,1,1
205.614735,good_recheck,,1120,1786891303909,9.428841998669668,1,target,,640,480,push,5.480855,157.022279,1,0,1,0,good,0.889059,300,284,459,430,159.0,146.0,23214.0,0.07556640625,380,357,0.1875,0.4875,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.1875,,0.889059,0,0,0,293.0,1071.0,IDLE,0,0,0,0,1,951,1492,1223,1263,293,1071,308,1237,9,23,1,1,1,1,1,1,1,1
205.775869,good_recheck,,1121,1786891304066,14.694800000143005,1,target,,640,480,push,5.481561,153.550119,1,0,1,0,good,0.887058,298,284,457,430,159.0,146.0,23214.0,0.07556640625,378,357,0.18125,0.4875,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.18125,,0.887058,0,0,0,455.0,1072.0,IDLE,0,0,0,0,1,951,1492,1223,1263,455,1072,323,18,2,24,1,1,1,1,1,1,1,1
205.917008,good_recheck,,1122,1786891304220,1.6331469996657688,1,target,,640,480,push,5.482319,151.552479,1,0,1,0,good,0.902902,298,283,462,427,164.0,144.0,23616.0,0.076875,380,355,0.1875,0.479167,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.1875,,0.902902,0,0,0,295.0,1071.0,IDLE,0,0,0,0,1,949,1491,1222,1260,295,1071,372,18,2,23,1,1,1,1,1,1,1,1
206.078196,good_recheck,,1123,1786891304368,14.218652000636212,1,target,,640,480,push,5.483224,145.793095,1,0,1,0,good,0.894296,301,282,457,428,156.0,146.0,22776.0,0.074140625,379,355,0.184375,0.479167,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.184375,,0.894296,0,0,0,296.0,1070.0,IDLE,0,0,0,0,1,959,1502,1231,1271,296,1070,265,1080,9,23,1,1,1,1,1,1,1,1
206.219247,good_recheck,,1124,1786891304519,4.447291999895242,1,target,,640,480,push,5.484068,148.184259,1,0,1,0,good,0.903893,300,284,459,428,159.0,144.0,22896.0,0.07453125,380,356,0.1875,0.483333,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.1875,,0.903893,0,0,0,295.0,1070.0,IDLE,0,0,0,0,1,952,1498,1228,1270,295,1070,307,23,2,24,1,1,1,1,1,1,1,1
206.380287,good_recheck,,1125,1786891304679,5.589031999988947,1,target,,640,480,push,5.48467,152.552477,1,0,1,0,good,0.905764,301,283,457,428,156.0,145.0,22620.0,0.0736328125,379,356,0.184375,0.483333,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.184375,,0.905764,0,0,0,83.0,1069.0,IDLE,0,0,0,0,1,945,1491,1222,1261,83,1069,324,850,7,23,1,1,1,1,1,1,1,1
206.541457,good_recheck,,1126,1786891304834,12.090321000869153,1,target,,640,480,push,5.485408,147.757926,1,0,1,0,good,0.895831,301,284,458,429,157.0,145.0,22765.0,0.07410481770833334,380,357,0.1875,0.4875,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.1875,,0.895831,0,0,0,49.0,1069.0,IDLE,0,0,0,0,1,951,1497,1228,1268,49,1069,308,292,4,23,1,1,1,1,1,1,1,1
206.702558,good_recheck,,1127,1786891304989,17.75950100090995,1,target,,640,480,push,5.486125,149.72248,1,0,1,0,good,0.881468,301,284,457,428,156.0,144.0,22464.0,0.073125,379,356,0.184375,0.483333,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.184375,,0.881468,0,0,0,245.0,1084.0,IDLE,0,0,0,0,1,952,1500,1230,1269,245,1084,307,273,4,23,1,1,1,1,1,1,1,1
206.843378,good_recheck,,1128,1786891305142,6.003993999911472,1,target,,640,480,push,5.48692,146.540119,1,0,1,0,good,0.885025,299,284,460,426,161.0,142.0,22862.0,0.07442057291666666,380,355,0.1875,0.479167,,1,,255,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,,0.1875,,0.885025,0,0,0,295.0,1070.0,IDLE,0,0,0,0,1,948,1491,1222,1261,295,1070,307,31,2,24,1,1,1,1,1,1,1,1
206.984334,good_recheck,,1128,1786891305142,147.00652699866623,1,target,,640,480,push,5.48692,146.540119,1,0,1,0,good,0.885025,299,284,460,426,161.0,142.0,22862.0,0.07442057291666666,380,355,0.1875,0.479167,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1875,,0.885025,0,0,0,360.0,1072.0,IDLE,0,0,0,0,1,947,1490,1222,1261,360,1072,356,906,8,24,0,1,1,1,1,1,1,1
207.00444,good_recheck,,1129,1786891305300,9.144251000179793,1,target,,640,480,push,5.487565,152.05756,1,0,1,0,good,0.876938,300,284,456,429,156.0,145.0,22620.0,0.0736328125,378,357,0.18125,0.4875,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.18125,,0.876938,0,0,0,177.0,1086.0,IDLE,0,0,0,0,1,949,1492,1223,1263,177,1086,291,1744,13,24,0,1,1,1,1,1,1,1
207.16546,good_recheck,,1130,1786891305453,16.47474399942439,1,target,,640,480,push,5.488326,147.833656,1,0,1,0,good,0.860496,311,286,459,431,148.0,145.0,21460.0,0.06985677083333333,385,359,0.203125,0.495833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.203125,,0.860496,0,0,0,307.0,1066.0,IDLE,0,0,0,0,1,953,1499,1230,1270,307,1066,307,19,3,23,0,1,1,1,1,1,1,1
207.306875,good_recheck,,1131,1786891305599,12.318470000536763,1,target,,640,480,push,5.489301,139.989109,1,0,1,0,good,0.869796,308,284,441,446,133.0,162.0,21546.0,0.07013671875,375,365,0.171875,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.171875,,0.869796,0,0,0,231.0,1086.0,IDLE,0,0,0,0,1,943,1485,1218,1258,231,1086,209,1216,9,24,0,1,1,1,1,1,1,1
207.46805,good_recheck,,1132,1786891305756,16.568113998800982,1,target,,640,480,push,5.489972,150.164802,1,0,1,0,good,0.923314,302,286,440,450,138.0,164.0,22632.0,0.073671875,371,368,0.159375,0.533333,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.923314,0,0,0,408.0,1085.0,IDLE,0,0,0,0,1,954,1500,1231,1272,408,1085,292,1121,9,25,0,1,1,1,1,1,1,1
207.609179,good_recheck,,1133,1786891305899,14.345282999784104,1,target,,640,480,push,5.491007,141.208922,1,0,1,0,good,0.937867,302,284,441,447,139.0,163.0,22657.0,0.07375325520833333,372,366,0.1625,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.937867,0,0,0,298.0,1087.0,IDLE,0,0,0,0,1,951,1496,1227,1268,298,1087,308,29,3,23,0,1,1,1,1,1,1,1
207.750108,good_recheck,,1134,1786891306045,9.476323999479064,1,target,,640,480,push,5.491973,143.736847,1,0,1,0,good,0.94204,302,284,440,447,138.0,163.0,22494.0,0.07322265625,371,366,0.159375,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.94204,0,0,0,295.0,1086.0,IDLE,0,0,0,0,1,949,1496,1227,1267,295,1086,176,18,3,23,0,1,1,1,1,1,1,1
208.194844,good_recheck,,,,,0,no_data_or_stale,,,,search,,,0,,,,,,,,,,,,,,,,,,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,,,,0,0,0,295.0,1067.0,IDLE,0,0,0,0,1,945,1491,1222,1262,295,1067,308,1128,9,23,0,1,1,1,1,1,1,1
208.356,good_recheck,,1135,1786891306650,10.42830499864067,1,target,,640,480,push,5.480759,602.824108,1,0,1,0,good,0.948887,301,284,441,445,140.0,161.0,22540.0,0.07337239583333334,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.948887,0,0,0,177.0,1084.0,IDLE,0,0,0,0,1,946,1490,1222,1264,177,1084,307,332,4,23,0,1,1,1,1,1,1,1
208.517239,good_recheck,,1136,1786891306803,18.164650000471738,1,target,,640,480,push,5.481523,146.824091,1,0,1,0,good,0.945724,302,284,440,444,138.0,160.0,22080.0,0.071875,371,364,0.159375,0.516667,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.945724,0,0,0,409.0,1084.0,IDLE,0,0,0,0,1,947,1492,1224,1265,409,1084,306,1108,8,24,0,1,1,1,1,1,1,1
208.678938,good_recheck,,1137,1786891306967,16.007115998945665,1,target,,640,480,push,5.482013,156.088675,1,0,1,0,good,0.948567,301,284,441,445,140.0,161.0,22540.0,0.07337239583333334,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.948567,0,0,0,702.0,1088.0,IDLE,0,0,0,0,1,954,1502,1233,1274,702,1088,307,170,4,24,0,1,1,1,1,1,1,1
208.82005,good_recheck,,1138,1786891307123,1.5997020000213524,1,target,,640,480,push,5.482726,150.271315,1,0,1,0,good,0.947744,302,284,440,447,138.0,163.0,22494.0,0.07322265625,371,366,0.159375,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.947744,0,0,0,648.0,1069.0,IDLE,0,0,0,0,1,947,1493,1224,1264,648,1069,308,1542,12,24,0,1,1,1,1,1,1,1
208.981319,good_recheck,,1139,1786891307282,4.06238600044162,1,target,,640,480,push,5.483349,150.553762,1,0,1,0,good,0.950684,301,284,440,445,139.0,161.0,22379.0,0.07284830729166666,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.950684,0,0,0,392.0,1083.0,IDLE,0,0,0,0,1,947,1486,1219,1259,392,1083,258,874,8,24,0,1,1,1,1,1,1,1
209.162915,good_recheck,,1140,1786891307450,17.726743999446626,1,target,,640,480,push,5.483729,160.867549,1,0,1,0,good,0.944597,301,284,441,447,140.0,163.0,22820.0,0.07428385416666666,371,366,0.159375,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.944597,0,0,0,293.0,1070.0,IDLE,0,0,0,0,1,955,1500,1232,1271,293,1070,307,826,6,23,0,1,1,1,1,1,1,1
209.303809,good_recheck,,1141,1786891307605,3.4353120008745464,1,target,,640,480,push,5.484446,148.462412,1,0,1,0,good,0.947029,302,284,441,446,139.0,162.0,22518.0,0.07330078125,372,365,0.1625,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.947029,0,0,0,294.0,1070.0,IDLE,0,0,0,0,1,951,1492,1222,1262,294,1070,291,352,5,24,0,1,1,1,1,1,1,1
209.465196,good_recheck,,1142,1786891307758,11.719785999957821,1,target,,640,480,push,5.485215,147.57732,1,0,1,0,good,0.940352,300,283,441,448,141.0,165.0,23265.0,0.075732421875,371,366,0.159375,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.940352,0,0,0,176.0,1070.0,IDLE,0,0,0,0,1,955,1498,1226,1267,176,1070,307,18,2,23,0,1,1,1,1,1,1,1
209.606106,good_recheck,,1143,1786891307909,1.4072579997446155,1,target,,640,480,push,5.486035,145.480341,1,0,1,0,good,0.943513,301,283,442,448,141.0,165.0,23265.0,0.075732421875,372,366,0.1625,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.943513,0,0,0,177.0,1070.0,IDLE,0,0,0,0,1,953,1494,1224,1265,177,1070,323,906,8,24,0,1,1,1,1,1,1,1
209.767294,good_recheck,,1144,1786891308069,2.705368000533781,1,target,,640,480,push,5.486624,153.094059,1,0,1,0,good,0.940597,302,283,442,446,140.0,163.0,22820.0,0.07428385416666666,372,365,0.1625,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.940597,0,0,0,295.0,1071.0,IDLE,0,0,0,0,1,952,1492,1222,1264,295,1071,159,842,8,24,0,1,1,1,1,1,1,1
209.928546,good_recheck,,1145,1786891308224,9.079992998522357,1,target,,640,480,push,5.487344,146.386291,1,0,1,0,good,0.941152,301,283,441,447,140.0,164.0,22960.0,0.07473958333333333,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.941152,0,0,0,458.0,1072.0,IDLE,0,0,0,0,1,954,1495,1224,1267,458,1072,306,762,6,24,0,1,1,1,1,1,1,1
210.089967,good_recheck,,1146,1786891308387,7.069123999826843,1,target,,640,480,push,5.487835,161.425595,1,0,1,0,good,0.9433,300,283,442,447,142.0,164.0,23288.0,0.07580729166666667,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.9433,0,0,0,542.0,1072.0,IDLE,0,0,0,0,1,955,1497,1224,1266,542,1072,291,124,3,23,0,1,1,1,1,1,1,1
210.251805,good_recheck,,1147,1786891308546,9.674510998593178,1,target,,640,480,push,5.488441,153.092842,1,0,1,0,good,0.942311,302,283,440,446,138.0,163.0,22494.0,0.07322265625,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.942311,0,0,0,558.0,1070.0,IDLE,0,0,0,0,1,957,1499,1225,1268,558,1070,307,1080,9,23,0,1,1,1,1,1,1,1
210.412858,good_recheck,,1148,1786891308704,13.349340999411652,1,target,,640,480,push,5.489092,150.414585,1,0,1,0,good,0.941909,301,283,442,446,141.0,163.0,22983.0,0.074814453125,372,365,0.1625,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.941909,0,0,0,176.0,1066.0,IDLE,0,0,0,0,1,952,1494,1221,1264,176,1066,307,18,2,24,0,1,1,1,1,1,1,1
210.574143,good_recheck,,1149,1786891308861,18.02265200058173,1,target,,640,480,push,5.48976,149.744882,1,0,1,0,good,0.940619,300,283,442,446,142.0,163.0,23146.0,0.07534505208333334,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.940619,0,0,0,295.0,1070.0,IDLE,0,0,0,0,1,962,1508,1234,1274,295,1070,292,1066,8,23,0,1,1,1,1,1,1,1
210.715786,good_recheck,,1150,1786891309008,12.01017599851184,1,target,,640,480,push,5.490667,144.479015,1,0,1,0,good,0.941832,301,283,442,450,141.0,167.0,23547.0,0.076650390625,372,367,0.1625,0.529167,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.941832,0,0,0,295.0,1070.0,IDLE,0,0,0,0,1,955,1499,1226,1268,295,1070,330,534,5,24,0,1,1,1,1,1,1,1
210.856713,good_recheck,,1151,1786891309160,1.002203000098234,1,target,,640,480,push,5.491458,149.118352,1,0,1,0,good,0.943937,300,283,442,448,142.0,165.0,23430.0,0.07626953125,371,366,0.159375,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.943937,0,0,0,294.0,1068.0,IDLE,0,0,0,0,1,950,1490,1219,1261,294,1068,307,775,8,24,0,1,1,1,1,1,1,1
211.017992,good_recheck,,1152,1786891309308,14.130767000096967,1,target,,640,480,push,5.492347,144.924596,1,0,1,0,good,0.947209,301,283,441,447,140.0,164.0,22960.0,0.07473958333333333,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.947209,0,0,0,294.0,1069.0,IDLE,0,0,0,0,1,961,1505,1232,1275,294,1069,307,763,6,23,0,1,1,1,1,1,1,1
211.158881,good_recheck,,1153,1786891309463,0.1304439992964035,1,target,,640,480,push,5.493059,152.399072,1,0,1,0,good,0.944764,302,284,440,449,138.0,165.0,22770.0,0.07412109375,371,367,0.159375,0.529167,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.944764,0,0,0,376.0,1069.0,IDLE,0,0,0,0,1,953,1494,1221,1263,376,1069,307,827,8,23,0,1,1,1,1,1,1,1
211.320287,good_recheck,,1154,1786891309616,8.379327000511694,1,target,,640,480,push,5.493816,149.404241,1,0,1,0,good,0.935982,301,283,440,447,139.0,164.0,22796.0,0.07420572916666666,371,365,0.159375,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.935982,0,0,0,474.0,1109.0,IDLE,0,0,0,0,1,949,1488,1217,1258,474,1109,307,272,4,24,0,1,1,1,1,1,1,1
211.481338,good_recheck,,1155,1786891309769,16.62204300009762,1,target,,640,480,push,5.494576,147.113706,1,0,1,0,good,0.948577,301,283,442,448,141.0,165.0,23265.0,0.075732421875,372,366,0.1625,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.948577,0,0,0,686.0,1071.0,IDLE,0,0,0,0,1,960,1502,1229,1272,686,1071,292,842,8,22,0,1,1,1,1,1,1,1
211.622432,good_recheck,,1156,1786891309926,0.5717770000046585,1,target,,640,480,push,5.495227,150.83787,1,0,1,0,good,0.941141,301,283,442,450,141.0,167.0,23547.0,0.076650390625,372,367,0.1625,0.529167,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.941141,0,0,0,344.0,1069.0,IDLE,0,0,0,0,1,951,1492,1220,1261,344,1069,307,1113,9,24,0,1,1,1,1,1,1,1
211.803949,good_recheck,,1157,1786891310094,14.316694001536234,1,target,,640,480,push,5.495599,160.551329,1,0,1,0,good,0.942463,302,283,442,448,140.0,165.0,23100.0,0.0751953125,372,366,0.1625,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.942463,0,0,0,96.0,1070.0,IDLE,0,0,0,0,1,957,1499,1226,1269,96,1070,309,19,2,23,0,1,1,1,1,1,1,1
211.944898,good_recheck,,1158,1786891310245,3.7646269993274473,1,target,,640,480,push,5.496394,148.892749,1,0,1,0,good,0.941427,301,283,442,448,141.0,165.0,23265.0,0.075732421875,372,366,0.1625,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.941427,0,0,0,176.0,1069.0,IDLE,0,0,0,0,1,955,1497,1224,1266,176,1069,307,1159,9,24,0,1,1,1,1,1,1,1
212.105885,good_recheck,,1159,1786891310409,0.9613330003048759,1,target,,640,480,push,5.496872,161.019222,1,0,1,0,good,0.939167,302,283,442,448,140.0,165.0,23100.0,0.0751953125,372,366,0.1625,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.939167,0,0,0,456.0,1056.0,IDLE,0,0,0,0,1,952,1492,1220,1262,456,1056,323,1050,8,23,0,1,1,1,1,1,1,1
212.26703,good_recheck,,1160,1786891310553,17.894951000926085,1,target,,640,480,push,5.497848,141.191328,1,0,1,0,good,0.945744,302,283,442,447,140.0,164.0,22960.0,0.07473958333333333,372,365,0.1625,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.945744,0,0,0,540.0,1056.0,IDLE,0,0,0,0,1,953,1494,1222,1265,540,1056,308,1467,11,23,0,1,1,1,1,1,1,1
212.40808,good_recheck,,1161,1786891310694,18.42391300124291,1,target,,640,480,push,5.498923,138.424682,1,0,1,0,good,0.939144,300,283,442,451,142.0,168.0,23856.0,0.07765625,371,367,0.159375,0.529167,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.159375,,0.939144,0,0,0,177.0,1070.0,IDLE,0,0,0,0,1,961,1504,1230,1274,177,1070,291,874,7,23,0,1,1,1,1,1,1,1
212.549026,good_recheck,,1162,1786891310841,12.33015799880377,1,target,,640,480,push,5.499831,144.91577,1,0,1,0,good,0.937517,301,283,442,448,141.0,165.0,23265.0,0.075732421875,372,366,0.1625,0.525,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.937517,0,0,0,442.0,1054.0,IDLE,0,0,0,0,1,962,1506,1233,1275,442,1054,323,19,1,23,0,1,1,1,1,1,1,1
212.690191,good_recheck,,1163,1786891310982,12.234083998919232,1,target,,640,480,push,5.500889,139.016997,1,0,1,0,good,0.943894,301,283,442,447,141.0,164.0,23124.0,0.0752734375,372,365,0.1625,0.520833,,1,,254,release,GOOD_REARM_WAIT,等待当前 good 消失后重新允许推动,0,front,0.1625,,0.943894,0,0,0,230.0,1068.0,IDLE,0,0,0,0,1,954,1495,1221,1262,230,1068,307,1157,9,23,0,1,1,1,1,1,1,1
