t,left,right,valid
14.797,1217.0,1275.0,1
14.818,1218.0,1289.0,1
14.838,1218.0,1289.0,1
14.858,1217.0,1275.0,1
14.878,1224.0,1290.0,1
14.898,1219.0,1287.0,1
14.918,1218.0,1289.0,1
14.938,1218.0,1290.0,1
14.958,1233.0,1305.0,1
14.978,1219.0,1287.0,1
14.998,1218.0,1290.0,1
15.019,1232.0,1290.0,1
15.039,1217.0,1287.0,1
15.059,1233.0,1288.0,1
15.079,1218.0,1290.0,1
15.099,1232.0,1290.0,1
15.119,1218.0,1288.0,1
15.139,1218.0,1289.0,1
15.159,1216.0,1290.0,1
15.179,1217.0,1289.0,1
15.199,1218.0,1288.0,1
15.22,1218.0,1290.0,1
15.24,1216.0,1291.0,1
15.26,1217.0,1290.0,1
15.28,1219.0,1286.0,1
15.3,1218.0,1291.0,1
15.32,1223.0,1276.0,1
15.34,1216.0,1291.0,1
15.36,1218.0,1273.0,1
15.38,1218.0,1291.0,1
15.4,1224.0,1306.0,1
15.421,1218.0,1287.0,1
15.441,1219.0,1289.0,1
15.461,1219.0,1291.0,1
15.481,1218.0,1287.0,1
15.501,1218.0,1288.0,1
15.521,1219.0,1290.0,1
15.541,1217.0,1290.0,1
15.561,1217.0,1289.0,1
15.581,1219.0,1289.0,1
15.602,1218.0,1290.0,1
15.622,1217.0,1291.0,1
15.642,1202.0,1289.0,1
15.662,1218.0,1288.0,1
15.682,1203.0,1290.0,1
15.702,1217.0,1290.0,1
15.722,1218.0,1289.0,1
15.742,1218.0,1290.0,1
15.762,1202.0,1290.0,1
15.782,1217.0,1286.0,1
15.803,1217.0,1288.0,1
15.823,1218.0,1290.0,1
15.843,1216.0,1290.0,1
15.863,1217.0,1286.0,1
15.883,1218.0,1288.0,1
15.903,1204.0,1291.0,1
15.923,1216.0,1287.0,1
15.943,1217.0,1288.0,1
15.963,1218.0,1289.0,1
15.983,1218.0,1290.0,1
16.004,1222.0,1289.0,1
16.024,1216.0,1289.0,1
16.044,1218.0,1291.0,1
16.064,1218.0,1290.0,1
16.084,1222.0,1288.0,1
16.104,1218.0,1286.0,1
16.124,1218.0,1291.0,1
16.144,1218.0,1291.0,1
16.164,1238.0,1286.0,1
16.185,1217.0,1289.0,1
16.205,1218.0,1290.0,1
16.225,1217.0,1305.0,1
16.245,1217.0,1288.0,1
16.265,1218.0,1290.0,1
16.285,1217.0,1290.0,1
16.305,1218.0,1287.0,1
16.325,1217.0,1289.0,1
16.345,1218.0,1291.0,1
