t,left,right,diff,valid
15.303,494.0,22.0,472.0,1
15.323,395.0,21.0,374.0,1
15.343,314.0,21.0,293.0,1
15.363,316.0,56.0,260.0,1
15.383,217.0,20.0,197.0,1
15.403,429.0,21.0,408.0,1
15.424,363.0,24.0,339.0,1
15.444,854.0,33.0,821.0,1
15.464,362.0,71.0,291.0,1
15.484,190.0,20.0,170.0,1
15.504,314.0,72.0,242.0,1
15.524,200.0,20.0,180.0,1
15.544,363.0,20.0,343.0,1
15.564,755.0,22.0,733.0,1
15.584,720.0,20.0,700.0,1
15.604,282.0,21.0,261.0,1
15.624,314.0,20.0,294.0,1
15.644,266.0,26.0,240.0,1
15.665,314.0,32.0,282.0,1
15.685,362.0,21.0,341.0,1
15.705,492.0,73.0,419.0,1
15.725,297.0,20.0,277.0,1
15.745,313.0,20.0,293.0,1
15.765,346.0,20.0,326.0,1
15.785,363.0,20.0,343.0,1
15.805,598.0,20.0,578.0,1
15.825,345.0,20.0,325.0,1
15.845,233.0,20.0,213.0,1
15.865,313.0,20.0,293.0,1
15.885,202.0,437.0,-235.0,1
15.905,314.0,29.0,285.0,1
15.926,821.0,21.0,800.0,1
15.946,789.0,20.0,769.0,1
15.966,233.0,20.0,213.0,1
15.986,363.0,20.0,343.0,1
16.006,192.0,21.0,171.0,1
16.026,428.0,21.0,407.0,1
16.046,363.0,20.0,343.0,1
16.066,790.0,22.0,768.0,1
16.086,363.0,21.0,342.0,1
16.106,346.0,21.0,325.0,1
16.126,314.0,32.0,282.0,1
16.146,250.0,21.0,229.0,1
16.167,378.0,20.0,358.0,1
16.187,410.0,20.0,390.0,1
16.207,314.0,37.0,277.0,1
16.227,313.0,21.0,292.0,1
16.247,296.0,20.0,276.0,1
16.267,313.0,21.0,292.0,1
16.287,592.0,20.0,572.0,1
16.307,395.0,20.0,375.0,1
16.327,347.0,20.0,327.0,1
16.347,302.0,19.0,283.0,1
16.367,183.0,20.0,163.0,1
16.387,544.0,21.0,523.0,1
16.408,378.0,71.0,307.0,1
16.428,789.0,22.0,767.0,1
16.448,361.0,33.0,328.0,1
16.468,200.0,20.0,180.0,1
16.488,314.0,20.0,294.0,1
16.508,215.0,20.0,195.0,1
16.528,345.0,20.0,325.0,1
16.548,768.0,20.0,748.0,1
16.568,592.0,20.0,572.0,1
16.589,266.0,21.0,245.0,1
16.609,312.0,20.0,292.0,1
16.629,265.0,20.0,245.0,1
16.649,346.0,20.0,326.0,1
16.669,361.0,20.0,341.0,1
16.689,363.0,20.0,343.0,1
16.709,313.0,21.0,292.0,1
16.729,266.0,20.0,246.0,1
16.749,461.0,20.0,441.0,1
16.769,313.0,22.0,291.0,1
16.79,592.0,33.0,559.0,1
16.81,362.0,20.0,342.0,1
16.83,200.0,20.0,180.0,1
16.85,314.0,19.0,295.0,1
16.87,281.0,20.0,261.0,1
16.89,313.0,20.0,293.0,1
16.91,852.0,20.0,832.0,1
16.93,774.0,20.0,754.0,1
16.95,266.0,20.0,246.0,1
16.971,313.0,20.0,293.0,1
16.991,183.0,20.0,163.0,1
17.011,411.0,21.0,390.0,1
17.031,379.0,20.0,359.0,1
17.051,768.0,20.0,748.0,1
17.071,362.0,21.0,341.0,1
17.091,298.0,34.0,264.0,1
17.111,313.0,23.0,290.0,1
17.131,281.0,20.0,261.0,1
17.151,364.0,21.0,343.0,1
17.172,362.0,20.0,342.0,1
17.192,330.0,20.0,310.0,1
17.212,300.0,20.0,280.0,1
17.232,283.0,20.0,263.0,1
17.252,316.0,21.0,295.0,1
17.272,382.0,36.0,346.0,1
17.292,447.0,21.0,426.0,1
17.312,301.0,21.0,280.0,1
17.332,299.0,19.0,280.0,1
17.353,186.0,21.0,165.0,1
17.373,625.0,21.0,604.0,1
17.393,365.0,21.0,344.0,1
17.413,808.0,20.0,788.0,1
17.433,365.0,21.0,344.0,1
17.453,251.0,21.0,230.0,1
17.473,315.0,20.0,295.0,1
17.493,202.0,20.0,182.0,1
17.513,316.0,21.0,295.0,1
17.534,705.0,20.0,685.0,1
17.554,546.0,20.0,526.0,1
17.574,283.0,21.0,262.0,1
17.594,316.0,20.0,296.0,1
17.614,284.0,45.0,239.0,1
17.634,381.0,20.0,361.0,1
17.654,365.0,19.0,346.0,1
17.674,364.0,20.0,344.0,1
17.694,315.0,20.0,295.0,1
17.714,316.0,20.0,296.0,1
17.735,510.0,21.0,489.0,1
17.755,348.0,20.0,328.0,1
17.775,664.0,20.0,644.0,1
17.795,364.0,20.0,344.0,1
17.815,153.0,19.0,134.0,1
17.835,316.0,45.0,271.0,1
17.855,332.0,28.0,304.0,1
17.875,324.0,21.0,303.0,1
17.895,382.0,20.0,362.0,1
17.916,723.0,20.0,703.0,1
17.936,251.0,20.0,231.0,1
