t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,vision_has_good,vision_has_bad,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,enemy_bad_interrupt_count,shovel_state,shovel_active,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
20.955,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,120,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,1,0,1,0,0,619.0,1003.0,838.0,652.0,22.0,1476.0
20.976,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,120,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,1,0,1,0,0,622.0,1016.0,846.0,637.0,22.0,1464.0
20.996,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,120,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,1,0,1,0,0,617.0,1017.0,841.0,616.0,22.0,1465.0
21.016,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,120,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,1,0,1,0,0,617.0,1012.0,838.0,605.0,21.0,1464.0
21.036,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,120,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,1,0,1,0,0,611.0,1000.0,836.0,584.0,21.0,1479.0
21.057,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,120,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,1,0,1,0,0,605.0,1001.0,832.0,561.0,22.0,1465.0
21.098,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,1,0,1,0,0,602.0,1015.0,822.0,544.0,34.0,1462.0
21.118,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,1,0,0,599.0,1021.0,827.0,526.0,22.0,1479.0
21.144,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,1,0,0,593.0,1031.0,829.0,510.0,22.0,1465.0
21.164,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,1,0,0,581.0,1011.0,813.0,494.0,22.0,1465.0
21.192,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,1,0,0,576.0,1009.0,809.0,484.0,22.0,1463.0
21.218,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,0,0,0,572.0,998.0,800.0,479.0,22.0,1463.0
21.238,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,0,0,0,571.0,983.0,795.0,477.0,22.0,1481.0
21.258,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,0,0,0,573.0,986.0,794.0,482.0,21.0,1493.0
21.278,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,0,0,0,573.0,948.0,778.0,497.0,26.0,1510.0
21.299,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,,stale,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,1,0,0,576.0,955.0,774.0,518.0,1400.0,1533.0
21.319,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,121,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,0,0,0,583.0,949.0,762.0,532.0,1872.0,1567.0
21.339,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,121,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,0,0,0,588.0,946.0,759.0,575.0,1646.0,1579.0
21.359,proximity_probe,enemy_push,ENEMY_PUSH,连续新视觉帧均无 good/bad，确认近物体为敌人并开始推动,350,350,1,1,121,no_target,0,0,ENEMY_PUSH,front,,1,0,3,enemy_confirmed,0,IDLE,0,0,0,0,0,0,0,582.0,946.0,748.0,608.0,1828.0,1606.0
21.379,proximity_probe,proximity_probe,HANGED,铲子悬空，停车,0,0,1,1,121,no_target,0,0,IDLE,front,,1,0,3,enemy_confirmed,0,HANGED,1,0,0,0,0,0,0,570.0,935.0,741.0,654.0,1659.0,1611.0
21.399,proximity_probe,proximity_probe,HANGED,铲子悬空，停车,0,0,1,1,121,no_target,0,0,IDLE,,,0,1,0,push_finished,0,HANGED,1,0,0,0,0,0,0,559.0,930.0,739.0,667.0,2273.0,1614.0
21.42,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,121,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,547.0,941.0,742.0,659.0,1707.0,1613.0
21.44,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,121,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,542.0,945.0,755.0,647.0,1659.0,1561.0
21.46,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,121,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,544.0,987.0,775.0,648.0,1659.0,1487.0
21.48,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,122,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,548.0,1016.0,805.0,651.0,1675.0,1456.0
21.501,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,122,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,541.0,980.0,785.0,636.0,1755.0,1437.0
21.521,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,122,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,551.0,978.0,787.0,644.0,1783.0,1456.0
21.541,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,122,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,553.0,980.0,783.0,653.0,1616.0,1472.0
21.562,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,122,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,557.0,986.0,782.0,660.0,1616.0,1454.0
21.582,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,122,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,559.0,987.0,778.0,668.0,2056.0,1493.0
21.602,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,122,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,557.0,979.0,773.0,669.0,1616.0,1472.0
21.622,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,123,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,576.0,1019.0,801.0,700.0,1644.0,1472.0
21.643,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,123,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,576.0,1019.0,801.0,700.0,1644.0,1472.0
21.663,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,123,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,562.0,988.0,781.0,684.0,1828.0,1470.0
21.683,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,123,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,562.0,991.0,782.0,688.0,1932.0,1472.0
21.704,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,123,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,560.0,986.0,778.0,685.0,1616.0,1472.0
21.724,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,123,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,565.0,994.0,783.0,694.0,1718.0,1487.0
21.744,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,123,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,564.0,990.0,780.0,690.0,1722.0,1486.0
21.765,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,124,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,565.0,990.0,778.0,694.0,1692.0,1486.0
21.785,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,124,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,579.0,1010.0,790.0,713.0,1842.0,1504.0
21.805,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,124,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,571.0,980.0,768.0,700.0,1630.0,1518.0
21.826,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,124,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,581.0,993.0,766.0,712.0,1829.0,1532.0
21.846,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,124,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,585.0,980.0,751.0,712.0,1647.0,1565.0
21.866,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,124,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,594.0,980.0,745.0,720.0,1872.0,1597.0
21.886,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,124,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,610.0,982.0,746.0,734.0,1658.0,1610.0
21.907,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,124,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,615.0,963.0,739.0,736.0,1661.0,1625.0
21.927,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,125,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,632.0,989.0,751.0,758.0,1662.0,1626.0
21.947,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,125,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,614.0,976.0,743.0,728.0,1675.0,1608.0
21.968,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,125,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,614.0,1017.0,774.0,724.0,1644.0,1534.0
21.988,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,125,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,602.0,1011.0,785.0,715.0,1814.0,1456.0
22.008,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,125,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,595.0,1013.0,796.0,717.0,1844.0,1442.0
22.028,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,125,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,590.0,999.0,789.0,706.0,2216.0,1457.0
22.049,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,125,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,583.0,999.0,784.0,707.0,1799.0,1409.0
22.069,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,126,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,604.0,1027.0,805.0,732.0,1790.0,1426.0
22.089,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,126,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,609.0,1032.0,817.0,705.0,1571.0,1410.0
22.11,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,126,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,617.0,1024.0,823.0,688.0,23.0,1419.0
22.13,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,126,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,622.0,1027.0,819.0,705.0,36.0,1418.0
22.15,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,126,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,636.0,1033.0,814.0,714.0,22.0,1403.0
22.171,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,126,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,640.0,1026.0,812.0,723.0,22.0,1400.0
22.191,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,126,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,643.0,1036.0,820.0,723.0,22.0,1385.0
22.211,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,126,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,653.0,1062.0,831.0,739.0,22.0,1212.0
22.233,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,127,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,685.0,1065.0,849.0,732.0,22.0,1164.0
22.254,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,127,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,680.0,1088.0,833.0,756.0,22.0,1137.0
22.275,proximity_probe,proximity_probe,REVERSE,铲子悬空确认，倒车收回,-400,-400,1,1,127,no_target,0,0,IDLE,,,0,1,0,push_finished,0,REVERSE,1,0,0,0,0,0,0,677.0,1072.0,828.0,744.0,22.0,1082.0
22.295,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,127,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,679.0,1087.0,849.0,756.0,22.0,1102.0
22.315,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,127,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,682.0,1101.0,858.0,756.0,23.0,1087.0
22.335,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,127,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,672.0,1104.0,841.0,752.0,22.0,1085.0
22.356,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,127,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,672.0,1104.0,841.0,752.0,22.0,1085.0
22.376,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,128,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,676.0,1099.0,849.0,786.0,129.0,1100.0
22.396,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,128,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,710.0,1153.0,859.0,838.0,23.0,1087.0
22.417,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,128,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,697.0,1146.0,856.0,851.0,23.0,1038.0
22.437,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,128,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,694.0,1125.0,859.0,833.0,22.0,1054.0
22.457,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,128,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,712.0,1135.0,874.0,833.0,22.0,1055.0
22.477,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,128,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,710.0,1134.0,873.0,829.0,22.0,1039.0
22.498,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,128,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,706.0,1139.0,879.0,835.0,128.0,1054.0
22.518,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,128,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,704.0,1136.0,877.0,834.0,144.0,1091.0
22.538,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,129,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,720.0,1162.0,893.0,852.0,26.0,1070.0
22.558,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,129,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,718.0,1150.0,889.0,844.0,35.0,1056.0
22.579,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,129,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,714.0,1145.0,886.0,842.0,22.0,1054.0
22.599,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,129,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,712.0,1141.0,884.0,838.0,22.0,1070.0
22.619,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,129,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,717.0,1149.0,889.0,843.0,22.0,1055.0
22.64,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,129,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,712.0,1140.0,882.0,837.0,22.0,1053.0
22.66,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,129,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,710.0,1137.0,881.0,835.0,177.0,1054.0
22.68,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,130,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,713.0,1143.0,884.0,839.0,475.0,1057.0
22.701,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,130,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,721.0,1153.0,893.0,848.0,23.0,1070.0
22.722,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,130,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,720.0,1152.0,892.0,847.0,22.0,1038.0
22.742,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,130,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,717.0,1145.0,888.0,842.0,23.0,1037.0
22.762,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,130,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,708.0,1134.0,880.0,834.0,23.0,1056.0
22.782,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,130,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,715.0,1146.0,888.0,842.0,23.0,1072.0
22.803,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,130,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,715.0,1146.0,886.0,843.0,22.0,1069.0
22.823,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,131,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,709.0,1134.0,878.0,833.0,22.0,1036.0
22.843,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,131,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,722.0,1154.0,894.0,849.0,22.0,1040.0
22.863,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,131,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,714.0,1144.0,886.0,841.0,22.0,1072.0
22.884,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,131,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,707.0,1129.0,876.0,830.0,22.0,1053.0
22.904,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,131,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,711.0,1137.0,882.0,836.0,23.0,1054.0
22.924,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,131,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,711.0,1136.0,881.0,835.0,22.0,1056.0
22.944,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,131,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,709.0,1133.0,880.0,834.0,33.0,1083.0
22.964,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,131,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,712.0,1140.0,885.0,839.0,36.0,1036.0
22.985,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,132,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,712.0,1140.0,885.0,839.0,36.0,1036.0
23.005,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,132,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,736.0,1179.0,910.0,867.0,23.0,1053.0
23.025,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,132,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,720.0,1150.0,892.0,846.0,160.0,1055.0
23.045,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,132,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,716.0,1143.0,888.0,839.0,111.0,1052.0
23.065,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,132,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,715.0,1144.0,887.0,843.0,22.0,1052.0
23.085,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,132,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,717.0,1148.0,890.0,843.0,23.0,1040.0
23.107,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,132,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,713.0,1142.0,885.0,838.0,144.0,1056.0
23.127,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,133,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,712.0,1140.0,884.0,838.0,110.0,1076.0
23.148,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,133,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,719.0,1148.0,891.0,845.0,22.0,1053.0
23.168,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,133,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,716.0,1145.0,887.0,841.0,23.0,1055.0
23.188,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,133,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,711.0,1136.0,882.0,835.0,22.0,1039.0
23.209,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,133,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,712.0,1140.0,884.0,838.0,22.0,1054.0
23.229,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,133,no_target,0,0,IDLE,,,0,1,0,push_finished,0,IDLE,0,0,0,0,0,0,0,714.0,1142.0,886.0,840.0,22.0,1040.0
