t,sequence,vision_timestamp_ms,received_age_ms,valid,reason,frame_width,frame_height,action,target_type,confidence,center_x,center_y,offset_x,offset_y,distance_cm,dt,error_x_normalized,filtered_error,turn_command,state,left_cmd,right_cmd,motor_enabled
14.836912,18,1786522534539,0.456,1,ok,640,480,search,,,,,,,,0.36999,,,0,SEARCH,0,0,1
15.306791,,,,0,no_data_or_stale,,,search,,,,,,,,0.469879,,,0,VISION_STOP,0,0,1
15.445876,19,1786522535131,17.478,1,ok,640,480,search,,,,,,,,0.139084,,,0,SEARCH,0,0,1
15.882491,,,,0,no_data_or_stale,,,search,,,,,,,,0.436615,,,0,VISION_STOP,0,0,1
16.367752,20,1786522536064,6.047,1,ok,640,480,search,,,,,,,,0.485261,,,0,SEARCH,0,0,1
16.812068,,,,0,no_data_or_stale,,,search,,,,,,,,0.444316,,,0,VISION_STOP,0,0,1
16.832546,21,1786522536525,9.719,1,ok,640,480,search,,,,,,,,0.020478,,,0,SEARCH,0,0,1
17.275895,,,,0,no_data_or_stale,,,search,,,,,,,,0.443348,,,0,VISION_STOP,0,0,1
17.697024,22,1786522537395,5.107,1,ok,640,480,search,,,,,,,,0.421129,,,0,SEARCH,0,0,1
18.142904,,,,0,no_data_or_stale,,,search,,,,,,,,0.44588,,,0,VISION_STOP,0,0,1
18.305283,23,1786522538000,7.636,1,ok,640,480,search,,,,,,,,0.162378,,,0,SEARCH,0,0,1
18.753264,,,,0,no_data_or_stale,,,search,,,,,,,,0.447982,,,0,VISION_STOP,0,0,1
19.137413,24,1786522538834,6.316,1,ok,640,480,search,,,,,,,,0.384149,,,0,SEARCH,0,0,1
19.594714,,,,0,no_data_or_stale,,,search,,,,,,,,0.4573,,,0,VISION_STOP,0,0,1
20.017119,25,1786522539709,10.737,1,ok,640,480,search,,,,,,,,0.422405,,,0,SEARCH,0,0,1
20.460926,,,,0,no_data_or_stale,,,search,,,,,,,,0.443807,,,0,VISION_STOP,0,0,1
21.091211,26,1786522540776,18.196,1,ok,640,480,search,,,,,,,,0.630285,,,0,SEARCH,0,0,1
21.5345,,,,0,no_data_or_stale,,,search,,,,,,,,0.443288,,,0,VISION_STOP,0,0,1
21.836917,27,1786522541538,1.938,1,ok,640,480,push,good,0.964917,277,290,-0.134375,0.208333,,0.302418,-0.134375,-0.134375,-400,ALIGN_LEFT,-400,400,1
22.30083,,,,0,no_data_or_stale,,,search,,,,,,,,0.463913,,,0,VISION_STOP,0,0,1
22.605012,28,1786522542295,13.094,1,ok,640,480,push,good,0.965132,277,290,-0.134375,0.208333,,0.304182,-0.134375,-0.134375,-400,ALIGN_LEFT,-400,400,1
23.054618,,,,0,no_data_or_stale,,,search,,,,,,,,0.449607,,,0,VISION_STOP,0,0,1
23.480292,29,1786522543168,14.937,1,ok,640,480,push,good,0.965228,277,290,-0.134375,0.208333,,0.425674,-0.134375,-0.134375,-400,ALIGN_LEFT,-400,400,1
23.925096,,,,0,no_data_or_stale,,,search,,,,,,,,0.444803,,,0,VISION_STOP,0,0,1
24.16636,30,1786522543862,6.847,1,ok,640,480,push,good,0.954208,423,286,0.321875,0.191667,,0.241264,0.321875,0.321875,400,ALIGN_RIGHT,400,-400,1
24.628973,,,,0,no_data_or_stale,,,search,,,,,,,,0.462614,,,0,VISION_STOP,0,0,1
24.991193,31,1786522544683,11.458,1,ok,640,480,push,good,0.960469,570,289,0.78125,0.204167,,0.36222,0.78125,0.78125,469,ALIGN_RIGHT,469,-469,1
25.434632,,,,0,no_data_or_stale,,,search,,,,,,,,0.443438,,,0,VISION_STOP,0,0,1
25.959009,32,1786522545659,2.53,1,ok,640,480,push,good,0.944523,251,298,-0.215625,0.241667,,0.524377,-0.215625,-0.215625,-400,ALIGN_LEFT,-400,400,1
26.422283,,,,0,no_data_or_stale,,,search,,,,,,,,0.463274,,,0,VISION_STOP,0,0,1
26.703897,33,1786522546391,16.05,1,ok,640,480,push,good,0.960395,590,294,0.84375,0.225,,0.281614,0.84375,0.84375,506,ALIGN_RIGHT,506,-506,1
27.146557,,,,0,no_data_or_stale,,,search,,,,,,,,0.442659,,,0,VISION_STOP,0,0,1
27.528732,34,1786522547229,2.52,1,ok,640,480,push,good,0.952021,348,290,0.0875,0.208333,,0.382175,0.0875,0.0875,400,ALIGN_RIGHT,400,-400,1
27.991433,,,,0,no_data_or_stale,,,search,,,,,,,,0.462701,,,0,VISION_STOP,0,0,1
28.215244,35,1786522547916,2.424,1,ok,640,480,push,good,0.951968,446,286,0.39375,0.191667,,0.22381,0.39375,0.39375,400,ALIGN_RIGHT,400,-400,1
28.663687,,,,0,no_data_or_stale,,,search,,,,,,,,0.448444,,,0,VISION_STOP,0,0,1
29.071511,36,1786522548763,10.926,1,ok,640,480,push,good,0.755542,229,291,-0.284375,0.2125,,0.407823,-0.284375,-0.284375,-400,ALIGN_LEFT,-400,400,1
29.521409,,,,0,no_data_or_stale,,,search,,,,,,,,0.449899,,,0,VISION_STOP,0,0,1
29.562363,37,1786522549249,16.49,1,ok,640,480,search,,,,,,,,0.040954,,,0,SEARCH,0,0,1
