t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,enemy_bad_interrupt_count,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
0.349,678.0,892.0,852.0,671.0,0.5728,0.5337,0.2718,0.0101,0.4028,0,0,1,0,0,0,1,-1465.0,277.0,1199.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.369,690.0,907.0,855.0,672.0,0.5789,0.5337,0.2621,-0.0101,0.3979,0,0,1,0,0,0,1,-1449.0,457.0,1213.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.389,684.0,916.0,848.0,673.0,0.5882,0.5456,0.2549,-0.0101,0.4002,0,0,1,0,0,0,1,-1449.0,654.0,1214.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.409,672.0,923.0,841.0,666.0,0.5882,0.5635,0.2451,-0.0101,0.4043,0,0,1,0,0,0,1,-1450.0,638.0,1216.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.429,666.0,924.0,841.0,664.0,0.5511,0.5774,0.2282,-0.0302,0.3896,0,0,1,0,0,0,1,-1464.0,1240.0,1218.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.449,663.0,918.0,836.0,665.0,0.5325,0.5774,0.2282,-0.0336,0.3803,0,0,1,0,0,0,1,-1458.0,976.0,1232.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.469,650.0,925.0,830.0,677.0,0.5232,0.5794,0.216,-0.0336,0.3696,0,0,1,0,0,0,1,-1296.0,703.0,1214.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.489,651.0,929.0,839.0,686.0,0.4861,0.5813,0.216,0.0067,0.351,0,0,1,0,0,0,1,-1452.0,458.0,1215.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.51,641.0,916.0,838.0,675.0,0.483,0.5813,0.2209,0.0067,0.3519,0,0,1,0,0,0,1,-1448.0,641.0,1221.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.53,628.0,905.0,829.0,665.0,0.4551,0.5635,0.2209,0.0,0.338,0,0,1,0,0,0,1,-1450.0,343.0,1210.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.55,628.0,910.0,829.0,669.0,0.4149,0.5516,0.199,-0.0201,0.3069,0,0,1,0,0,0,1,-1450.0,606.0,1216.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.57,624.0,912.0,820.0,670.0,0.4149,0.5516,0.199,-0.0201,0.3069,0,0,1,0,0,0,1,-1462.0,606.0,1216.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.59,619.0,914.0,807.0,667.0,0.4025,0.5556,0.1772,-0.0201,0.2898,0,0,1,0,0,0,1,-1360.0,407.0,1196.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.61,631.0,920.0,813.0,666.0,0.4025,0.5595,0.1602,-0.0268,0.2813,0,0,1,0,0,0,1,-1449.0,573.0,1214.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.631,625.0,929.0,805.0,665.0,0.4056,0.5714,0.1456,-0.0302,0.2756,0,0,1,0,0,0,1,-1449.0,719.0,1201.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.651,619.0,922.0,796.0,665.0,0.4056,0.5754,0.1408,-0.0336,0.2732,0,0,1,0,0,0,1,-1477.0,510.0,1216.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.671,619.0,922.0,796.0,665.0,0.387,0.5754,0.1189,-0.0336,0.253,0,0,1,0,0,0,1,-1477.0,510.0,1216.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.691,616.0,912.0,801.0,669.0,0.387,0.5754,0.1189,-0.0336,0.253,0,0,1,0,0,0,1,-739.0,486.0,1213.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.711,607.0,917.0,804.0,668.0,0.3777,0.5655,0.1311,-0.0235,0.2544,0,0,1,0,0,0,1,-1449.0,849.0,1216.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.731,604.0,917.0,793.0,667.0,0.3498,0.5655,0.1311,-0.0235,0.2405,0,0,1,0,0,0,1,-1465.0,294.0,1230.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.753,596.0,900.0,794.0,662.0,0.3406,0.5655,0.1141,-0.0268,0.2273,0,0,1,0,0,0,1,-1465.0,518.0,1214.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.773,599.0,891.0,786.0,661.0,0.3251,0.5317,0.1117,-0.0436,0.2184,0,0,1,0,0,0,1,-1435.0,261.0,1213.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.793,609.0,905.0,774.0,660.0,0.3251,0.5317,0.0947,-0.047,0.2099,0,0,0,0,0,0,1,-1436.0,246.0,1282.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.813,608.0,903.0,785.0,664.0,0.3529,0.5377,0.0922,-0.047,0.2226,0,0,1,0,0,0,1,-1466.0,392.0,1299.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.833,612.0,904.0,779.0,660.0,0.356,0.5397,0.0777,-0.0503,0.2169,0,0,0,0,0,0,1,-1450.0,785.0,1312.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.853,602.0,884.0,770.0,649.0,0.3529,0.5377,0.0777,-0.0503,0.2153,0,0,1,0,0,0,1,-1359.0,325.0,1329.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.873,602.0,887.0,787.0,650.0,0.3344,0.506,0.0777,-0.0839,0.206,0,0,0,0,0,0,1,-1115.0,408.0,1345.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.893,604.0,886.0,779.0,644.0,0.3344,0.504,0.0777,-0.0872,0.206,0,0,1,0,0,0,1,-1464.0,295.0,1342.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.913,598.0,846.0,758.0,648.0,0.3344,0.504,0.0777,-0.0906,0.206,0,0,1,0,0,0,1,-1449.0,572.0,1340.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.934,610.0,839.0,762.0,652.0,0.3406,0.4246,0.0364,-0.0906,0.1885,0,0,0,0,0,0,1,-1426.0,424.0,1345.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.954,610.0,862.0,788.0,640.0,0.3591,0.4246,0.0364,-0.0906,0.1978,0,0,0,0,0,0,1,-1450.0,786.0,1342.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.974,608.0,851.0,782.0,635.0,0.3591,0.4345,0.085,-0.1174,0.222,0,0,0,0,0,0,1,-1457.0,110.0,1372.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
0.994,612.0,866.0,784.0,639.0,0.3591,0.4563,0.0898,-0.1208,0.2245,0,0,0,0,0,0,1,-1450.0,373.0,1376.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.014,613.0,877.0,773.0,634.0,0.3653,0.4643,0.085,-0.1342,0.2251,0,0,0,0,0,0,1,-1444.0,293.0,1329.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.034,612.0,858.0,760.0,635.0,0.3653,0.4643,0.0631,-0.1342,0.2142,0,0,0,0,0,0,1,-1451.0,311.0,1357.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.054,619.0,890.0,771.0,652.0,0.3684,0.4861,0.0583,-0.1342,0.2133,0,0,0,1,0,0,1,-1466.0,126.0,1357.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.075,610.0,883.0,778.0,659.0,0.3653,0.498,0.0583,-0.0772,0.2118,0,0,0,1,0,0,1,-1450.0,126.0,1374.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.095,610.0,883.0,778.0,659.0,0.3591,0.498,0.0752,-0.0537,0.2172,0,0,0,1,0,0,1,-1450.0,126.0,1374.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.115,602.0,868.0,772.0,658.0,0.3591,0.498,0.0752,-0.0537,0.2172,0,0,0,1,0,0,1,-1450.0,108.0,1343.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.136,605.0,868.0,764.0,658.0,0.3437,0.4683,0.0607,-0.057,0.2022,0,0,0,1,0,0,1,-1451.0,193.0,1389.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.156,618.0,870.0,768.0,653.0,0.3437,0.4683,0.051,-0.057,0.1973,0,0,0,1,0,0,1,-1450.0,455.0,1391.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.176,624.0,865.0,767.0,654.0,0.3839,0.4683,0.0485,-0.0705,0.2162,0,0,0,1,0,0,1,-1445.0,158.0,1405.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.196,603.0,839.0,746.0,637.0,0.3839,0.4623,0.0485,-0.0738,0.2162,0,0,0,0,0,0,1,-1440.0,573.0,1406.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.216,604.0,844.0,742.0,643.0,0.3406,0.4206,-0.0024,-0.1074,0.1691,0,0,0,0,0,0,1,-1326.0,39.0,1373.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.236,588.0,843.0,728.0,632.0,0.3375,0.4187,-0.0121,-0.1275,0.1627,0,0,0,0,0,0,1,-1349.0,21.0,1405.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.257,576.0,823.0,717.0,629.0,0.291,0.4187,-0.0461,-0.1443,0.1225,0,0,0,0,0,0,1,-1362.0,24.0,1388.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.278,584.0,823.0,724.0,641.0,0.2786,0.379,-0.0558,-0.1443,0.1114,0,0,0,0,0,0,1,-1263.0,21.0,1371.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.298,580.0,827.0,712.0,643.0,0.2663,0.379,-0.0728,-0.1141,0.0967,0,0,0,0,0,0,1,-1392.0,21.0,1374.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.318,559.0,800.0,706.0,635.0,0.2663,0.379,-0.085,-0.1141,0.0907,0,0,0,0,0,0,1,-1332.0,22.0,1374.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.338,542.0,790.0,702.0,631.0,0.2012,0.3333,-0.0995,-0.1342,0.0509,0,0,0,0,0,0,1,-1345.0,21.0,1357.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.358,546.0,798.0,700.0,635.0,0.161,0.3294,-0.1092,-0.1342,0.0259,0,0,0,0,0,0,1,-1460.0,21.0,1374.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.379,536.0,768.0,661.0,614.0,0.1486,0.3135,-0.1141,-0.1477,0.0173,0,0,0,0,0,0,1,-1246.0,21.0,1404.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.399,549.0,779.0,668.0,621.0,0.161,0.2917,-0.1917,-0.1812,-0.0101,0,0,1,0,0,0,1,-1102.0,21.0,1387.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.42,549.0,779.0,668.0,621.0,0.1703,0.2917,-0.1917,-0.1812,-0.0055,0,0,1,0,0,0,1,-1102.0,21.0,1387.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.44,551.0,777.0,662.0,621.0,0.1703,0.2917,-0.1917,-0.1812,-0.0055,0,0,1,0,0,0,1,-1065.0,21.0,1420.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.46,553.0,782.0,651.0,618.0,0.1765,0.2917,-0.2063,-0.1812,-0.0024,0,0,1,0,0,0,1,-552.0,29.0,1421.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.48,536.0,756.0,635.0,591.0,0.1765,0.2877,-0.233,-0.1913,-0.0074,0,0,1,0,0,0,1,-1222.0,21.0,1428.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.5,543.0,763.0,644.0,597.0,0.1517,0.2599,-0.25,-0.2617,-0.0491,0,0,1,0,0,0,1,-1213.0,21.0,1436.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
1.52,534.0,771.0,640.0,595.0,0.13,0.2599,-0.2597,-0.2685,-0.0648,0,0,0,0,0,0,1,-1236.0,21.0,1421.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,-550,550,1
