t,left,right,diff,valid
13.237,184.0,24.0,160.0,1
13.257,184.0,21.0,163.0,1
13.277,233.0,20.0,213.0,1
13.297,117.0,20.0,97.0,1
13.317,215.0,20.0,195.0,1
13.337,183.0,20.0,163.0,1
13.358,281.0,20.0,261.0,1
13.378,183.0,20.0,163.0,1
13.398,607.0,20.0,587.0,1
13.418,428.0,20.0,408.0,1
13.438,52.0,21.0,31.0,1
13.458,176.0,21.0,155.0,1
13.478,16.0,20.0,-4.0,1
13.498,166.0,20.0,146.0,1
13.518,233.0,20.0,213.0,1
13.539,362.0,20.0,342.0,1
13.559,215.0,20.0,195.0,1
13.579,575.0,20.0,555.0,1
13.599,216.0,20.0,196.0,1
13.619,183.0,20.0,163.0,1
13.639,233.0,21.0,212.0,1
13.659,117.0,20.0,97.0,1
13.679,217.0,32.0,185.0,1
13.699,183.0,20.0,163.0,1
13.72,184.0,20.0,164.0,1
13.74,182.0,21.0,161.0,1
13.76,132.0,20.0,112.0,1
13.78,234.0,21.0,213.0,1
13.8,199.0,19.0,180.0,1
13.82,461.0,20.0,441.0,1
13.84,184.0,20.0,164.0,1
13.86,232.0,20.0,212.0,1
13.88,233.0,20.0,213.0,1
13.901,16.0,20.0,-4.0,1
13.921,199.0,20.0,179.0,1
13.941,26.0,20.0,6.0,1
13.961,395.0,20.0,375.0,1
13.981,167.0,20.0,147.0,1
14.001,656.0,20.0,636.0,1
14.021,215.0,20.0,195.0,1
14.041,52.0,20.0,32.0,1
14.061,183.0,20.0,163.0,1
14.082,17.0,20.0,-3.0,1
14.102,184.0,19.0,165.0,1
14.122,134.0,28.0,106.0,1
14.142,429.0,20.0,409.0,1
14.162,183.0,20.0,163.0,1
14.182,200.0,20.0,180.0,1
14.202,184.0,20.0,164.0,1
14.222,184.0,21.0,163.0,1
14.242,346.0,19.0,327.0,1
14.263,217.0,20.0,197.0,1
14.283,216.0,21.0,195.0,1
14.303,134.0,20.0,114.0,1
14.323,42.0,19.0,23.0,1
14.343,184.0,20.0,164.0,1
14.363,52.0,20.0,32.0,1
14.383,215.0,20.0,195.0,1
14.403,167.0,20.0,147.0,1
14.424,592.0,20.0,572.0,1
14.444,183.0,20.0,163.0,1
14.464,498.0,21.0,477.0,1
14.484,199.0,21.0,178.0,1
14.504,41.0,21.0,20.0,1
14.524,167.0,20.0,147.0,1
14.544,17.0,33.0,-16.0,1
14.564,173.0,26.0,147.0,1
14.584,202.0,32.0,170.0,1
14.605,528.0,21.0,507.0,1
14.625,217.0,20.0,197.0,1
14.645,216.0,20.0,196.0,1
14.665,184.0,20.0,164.0,1
14.685,183.0,20.0,163.0,1
14.705,184.0,21.0,163.0,1
14.725,240.0,20.0,220.0,1
14.745,216.0,20.0,196.0,1
14.765,168.0,21.0,147.0,1
14.785,17.0,20.0,-3.0,1
14.806,182.0,20.0,162.0,1
14.826,307.0,19.0,288.0,1
14.846,591.0,19.0,572.0,1
14.866,216.0,20.0,196.0,1
14.886,363.0,21.0,342.0,1
14.906,166.0,21.0,145.0,1
14.926,216.0,21.0,195.0,1
14.946,217.0,21.0,196.0,1
14.966,17.0,19.0,-2.0,1
14.987,216.0,30.0,186.0,1
15.007,17.0,20.0,-3.0,1
15.027,576.0,29.0,547.0,1
15.047,184.0,20.0,164.0,1
15.067,362.0,20.0,342.0,1
15.087,233.0,20.0,213.0,1
15.107,184.0,19.0,165.0,1
15.127,150.0,19.0,131.0,1
15.147,19.0,20.0,-1.0,1
15.168,183.0,21.0,162.0,1
15.188,183.0,21.0,162.0,1
15.208,167.0,20.0,147.0,1
15.228,216.0,20.0,196.0,1
15.248,41.0,19.0,22.0,1
15.268,165.0,20.0,145.0,1
15.288,183.0,20.0,163.0,1
15.308,363.0,21.0,342.0,1
15.328,217.0,21.0,196.0,1
15.348,216.0,25.0,191.0,1
15.369,42.0,20.0,22.0,1
